dataset,phylo_tp,phylo_fp,phylo_fn,phylo_multi_tp,phylo_multi_fp,phylo_multi_fn,phylo_complex_tp,phylo_complex_fp,phylo_complex_fn,tnet_tp,tnet_fp,tnet_fn,tnet_mul_tp,tnet_mul_fp,tnet_mul_fn,tnet_boot_tp,tnet_boot_fp,tnet_boot_fn
SEIR01_sl1000_mr025_nv10_17,26,3,19,35,5,10,36,5,9,29,16,16,29,9,16,35,3,10
SEIR01_sl1000_mr025_nv10_18,7,1,2,7,1,2,7,1,2,8,1,1,7,1,2,7,2,2
SEIR01_sl1000_mr025_nv10_19,36,3,23,52,3,7,53,4,6,51,10,8,47,8,12,47,3,12
SEIR01_sl1000_mr025_nv10_2,16,2,6,20,2,2,20,2,2,20,4,2,21,3,1,20,2,2
SEIR01_sl1000_mr025_nv10_20,10,3,7,14,2,3,14,2,3,13,4,4,14,3,3,13,3,4
SEIR01_sl1000_mr025_nv10_3,33,3,16,42,3,7,42,5,7,41,9,8,39,8,10,42,2,7
SEIR01_sl1000_mr025_nv10_4,33,4,19,48,1,4,48,1,4,46,7,6,40,3,12,45,1,7
SEIR01_sl1000_mr025_nv10_5,33,2,11,37,3,7,37,6,7,38,7,6,36,4,8,35,2,9
SEIR01_sl1000_mr025_nv10_6,4,0,3,4,0,3,4,1,3,5,2,2,5,2,2,5,1,2
SEIR01_sl1000_mr025_nv10_7,27,3,13,31,5,9,31,5,9,28,12,12,28,7,12,31,5,9
SEIR01_sl1000_mr025_nv10_8,18,1,9,20,4,7,20,5,7,22,5,5,22,3,5,22,5,5
SEIR01_sl1000_mr025_nv10_9,29,2,18,41,3,6,41,3,6,38,9,9,37,6,10,41,2,6
SEIR01_sl1000_mr025_nv20_1,22,2,10,30,0,2,30,2,2,30,4,2,30,3,2,30,2,2
SEIR01_sl1000_mr025_nv20_10,4,1,5,5,0,4,5,1,4,6,3,3,6,1,3,7,1,2
SEIR01_sl1000_mr025_nv20_11,3,1,2,3,1,2,3,2,2,4,1,1,4,1,1,4,1,1
SEIR01_sl1000_mr025_nv20_12,14,1,4,15,0,3,15,1,3,16,2,2,16,1,2,16,0,2
SEIR01_sl1000_mr025_nv20_13,43,5,15,48,3,10,49,4,9,50,8,8,49,3,9,49,2,9
SEIR01_sl1000_mr025_nv20_14,11,2,2,9,1,4,10,1,3,11,2,2,11,2,2,12,1,1
SEIR01_sl1000_mr025_nv20_15,15,2,8,22,0,1,22,0,1,21,2,2,21,1,2,21,1,2
SEIR01_sl1000_mr025_nv20_16,4,3,3,2,0,5,5,1,2,5,4,2,5,4,2,7,0,0
SEIR01_sl1000_mr025_nv20_17,19,2,6,21,1,4,21,1,4,21,4,4,20,4,5,24,1,1
SEIR01_sl1000_mr025_nv20_18,23,2,3,22,1,4,23,2,3,23,3,3,23,3,3,23,3,3
SEIR01_sl1000_mr025_nv20_19,48,3,5,49,3,4,49,3,4,50,3,3,50,3,3,50,3,3
SEIR01_sl1000_mr025_nv20_2,28,2,14,38,3,4,38,3,4,38,5,4,38,4,4,38,3,4
SEIR01_sl1000_mr025_nv20_20,18,4,13,27,2,4,28,4,3,26,6,5,26,3,5,0,0,31
SEIR01_sl1000_mr025_nv20_3,15,3,6,15,1,6,17,1,4,19,3,2,19,3,2,20,1,1
SEIR01_sl1000_mr025_nv20_4,6,1,2,4,1,4,6,1,2,6,2,2,6,2,2,5,2,3
SEIR01_sl1000_mr025_nv20_5,27,2,6,29,0,4,29,0,4,28,5,5,28,5,5,29,2,4
SEIR01_sl1000_mr025_nv20_6,11,0,0,10,0,1,11,0,0,11,1,0,11,1,0,11,1,0
SEIR01_sl1000_mr025_nv20_7,11,0,6,14,0,3,15,0,2,15,2,2,14,2,3,14,0,3
SEIR01_sl1000_mr025_nv20_8,3,1,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2
SEIR01_sl1000_mr025_nv20_9,11,0,1,11,0,1,11,0,1,11,1,1,11,0,1,11,0,1
SEIR01_sl1000_mr025_nv5_1,24,2,17,34,3,7,34,3,7,31,10,10,28,6,13,33,2,8
SEIR01_sl1000_mr025_nv5_10,9,0,24,20,0,13,22,1,11,28,6,5,23,3,10,21,0,12
SEIR01_sl1000_mr025_nv5_11,9,2,10,11,0,8,11,1,8,15,5,4,12,3,7,12,0,7
SEIR01_sl1000_mr025_nv5_12,6,2,13,11,2,8,11,2,8,15,4,4,12,4,7,12,2,7
SEIR01_sl1000_mr025_nv5_13,9,0,3,8,0,4,8,2,4,11,1,1,11,1,1,10,1,2
SEIR01_sl1000_mr025_nv5_14,14,3,6,18,0,2,18,0,2,18,4,2,16,5,4,18,2,2
SEIR01_sl1000_mr025_nv5_15,11,3,16,22,4,5,22,4,5,20,8,7,18,6,9,18,4,9
SEIR01_sl1000_mr025_nv5_16,10,1,8,13,0,5,13,0,5,17,1,1,17,1,1,18,0,0
SEIR01_sl1000_mr025_nv5_17,4,1,7,8,1,3,8,1,3,9,2,2,9,2,2,10,1,1
SEIR01_sl1000_mr025_nv5_18,25,4,22,36,4,11,36,5,11,36,11,11,31,4,16,38,4,9
SEIR01_sl1000_mr025_nv5_19,40,1,18,50,5,8,51,5,7,54,4,4,53,3,5,50,1,8
SEIR01_sl1000_mr025_nv5_2,5,3,11,13,1,3,13,1,3,10,7,6,10,3,6,13,1,3
SEIR01_sl1000_mr025_nv5_20,11,2,13,15,0,9,15,0,9,15,9,9,15,7,9,17,1,7
SEIR01_sl1000_mr025_nv5_3,6,2,4,7,1,3,8,1,2,9,2,1,8,2,2,8,1,2
SEIR01_sl1000_mr025_nv5_4,26,3,24,36,9,14,39,10,11,38,12,12,35,7,15,36,4,14
SEIR01_sl1000_mr025_nv5_5,17,1,34,39,9,12,40,9,11,33,21,18,32,7,19,28,2,23
SEIR01_sl1000_mr025_nv5_6,4,2,4,5,2,3,5,2,3,5,3,3,5,3,3,5,3,3
SEIR01_sl1000_mr025_nv5_7,8,0,2,8,0,2,8,0,2,9,1,1,9,1,1,9,0,1
SEIR01_sl1000_mr025_nv5_8,12,2,11,16,1,7,18,1,5,21,2,2,20,2,3,18,1,5
SEIR01_sl1000_mr025_nv5_9,3,0,6,5,1,4,5,1,4,8,1,1,8,1,1,6,1,3
SEIR01_sl1000_mr05_nv10_1,6,1,7,10,1,3,10,1,3,9,4,4,9,2,4,10,1,3
SEIR01_sl1000_mr05_nv10_10,6,1,1,6,1,1,6,1,1,6,1,1,6,1,1,6,1,1
SEIR01_sl1000_mr05_nv10_11,22,5,10,25,2,7,26,2,6,25,10,7,25,8,7,28,2,4
SEIR01_sl1000_mr05_nv10_12,41,3,17,44,4,14,47,4,11,50,9,8,47,3,11,43,4,15
SEIR01_sl1000_mr05_nv10_13,2,1,6,5,1,3,5,1,3,7,1,1,7,1,1,7,1,1
SEIR01_sl1000_mr05_nv10_14,24,2,15,33,0,6,34,0,5,29,11,10,32,3,7,27,0,12
SEIR01_sl1000_mr05_nv10_15,11,1,5,12,1,4,12,1,4,14,2,2,13,2,3,15,1,1
SEIR01_sl1000_mr05_nv10_16,19,1,3,21,1,1,21,1,1,21,1,1,21,1,1,21,1,1
SEIR01_sl1000_mr05_nv10_17,13,1,9,21,2,1,21,3,1,20,3,2,20,1,2,20,1,2
SEIR01_sl1000_mr05_nv10_18,42,4,14,49,1,7,50,1,6,49,8,7,48,7,8,52,1,4
SEIR01_sl1000_mr05_nv10_19,3,0,4,4,0,3,4,0,3,4,4,3,4,2,3,4,0,3
SEIR01_sl1000_mr05_nv10_2,7,1,1,6,1,2,6,1,2,8,1,0,8,1,0,7,1,1
SEIR01_sl1000_mr05_nv10_20,37,2,15,46,2,6,48,2,4,43,10,9,43,3,9,45,1,7
SEIR01_sl1000_mr05_nv10_3,15,2,10,17,4,8,17,4,8,21,4,4,20,2,5,17,2,8
SEIR01_sl1000_mr05_nv10_4,7,2,4,7,0,4,8,0,3,8,4,3,8,4,3,8,2,3
SEIR01_sl1000_mr05_nv10_5,14,2,4,16,1,2,16,1,2,16,2,2,16,2,2,16,2,2
SEIR01_sl1000_mr05_nv10_6,22,4,18,36,1,4,36,1,4,34,6,6,32,4,8,35,2,5
SEIR01_sl1000_mr05_nv10_7,32,6,14,34,3,12,34,4,12,37,10,9,37,9,9,35,2,11
SEIR01_sl1000_mr05_nv10_8,7,1,1,7,1,1,7,1,1,7,1,1,7,1,1,7,1,1
SEIR01_sl1000_mr05_nv10_9,17,1,9,24,0,2,24,1,2,24,2,2,24,2,2,22,1,4
SEIR01_sl250_mr025_nv10_1,24,13,21,26,0,19,31,3,14,32,25,13,33,19,12,33,3,12
SEIR01_sl250_mr025_nv10_10,11,5,6,8,0,9,11,2,6,14,5,3,14,5,3,11,2,6
SEIR01_sl250_mr025_nv10_11,8,4,8,6,1,10,12,3,4,13,7,3,13,4,3,11,2,5
SEIR01_sl250_mr025_nv10_12,28,8,15,31,2,12,35,7,8,38,10,5,33,7,10,36,0,7
SEIR01_sl250_mr025_nv10_13,2,2,4,1,1,5,2,2,4,4,3,2,3,3,3,3,2,3
SEIR01_sl250_mr025_nv10_14,23,16,23,25,2,21,27,11,19,23,28,23,23,18,23,28,7,18
SEIR01_sl250_mr025_nv10_15,6,4,1,2,0,5,6,0,1,7,3,0,6,4,1,6,1,1
SEIR01_sl250_mr025_nv10_16,19,23,27,22,1,24,33,5,13,33,31,13,29,31,17,32,2,14
SEIR01_sl250_mr025_nv10_17,3,7,5,1,0,7,5,3,3,4,10,4,4,8,4,6,2,2
SEIR01_sl250_mr025_nv10_18,22,6,10,17,0,15,25,2,7,25,11,7,21,7,11,27,0,5
SEIR01_sl250_mr025_nv10_19,7,1,5,7,0,5,8,1,4,10,4,2,10,4,2,9,1,3
SEIR01_sl250_mr025_nv10_2,10,5,4,5,0,9,6,3,8,9,8,5,9,5,5,11,2,3
SEIR01_sl250_mr025_nv10_20,12,2,6,8,0,10,14,1,4,13,6,5,13,5,5,14,2,4
SEIR01_sl250_mr025_nv10_3,17,9,10,21,0,6,23,4,4,22,11,5,22,11,5,23,3,4
SEIR01_sl250_mr025_nv10_4,9,2,5,9,0,5,11,1,3,13,3,1,13,3,1,12,0,2
SEIR01_sl250_mr025_nv10_5,24,12,17,25,1,16,29,7,12,27,21,14,28,17,13,33,6,8
SEIR01_sl250_mr025_nv10_6,10,9,12,9,2,13,14,11,8,14,14,8,15,11,7,15,4,7
SEIR01_sl250_mr025_nv10_7,11,4,3,6,1,8,9,4,5,12,5,2,12,5,2,12,1,2
SEIR01_sl250_mr025_nv10_8,25,12,9,17,0,17,22,4,12,26,17,8,26,16,8,25,0,9
SEIR01_sl250_mr025_nv10_9,40,11,21,52,0,9,55,4,6,49,23,12,47,15,14,54,0,7
SEIR01_sl500_mr025_nv10_1,5,3,5,5,0,5,5,0,5,5,6,5,5,6,5,6,1,4
SEIR01_sl500_mr025_nv10_10,6,3,8,10,0,4,10,0,4,10,4,4,10,4,4,10,4,4
SEIR01_sl500_mr025_nv10_11,11,3,6,11,1,6,13,2,4,14,5,3,14,5,3,15,3,2
SEIR01_sl500_mr025_nv10_12,38,3,13,44,3,7,45,5,6,48,4,3,43,3,8,46,3,5
SEIR01_sl500_mr025_nv10_13,10,2,10,14,0,6,18,0,2,14,8,6,14,6,6,16,0,4
SEIR01_sl500_mr025_nv10_14,5,0,1,3,0,3,3,1,3,5,2,1,5,2,1,4,1,2
SEIR01_sl500_mr025_nv10_15,41,4,17,48,0,10,51,1,7,48,13,10,46,8,12,48,1,10
SEIR01_sl500_mr025_nv10_16,9,1,6,10,1,5,11,2,4,12,4,3,12,4,3,12,2,3
SEIR01_sl500_mr025_nv10_17,2,1,4,2,1,4,2,1,4,2,5,4,2,4,4,2,2,4
SEIR01_sl500_mr025_nv10_18,3,1,3,3,1,3,4,1,2,3,3,3,3,3,3,4,2,2
SEIR01_sl500_mr025_nv10_19,6,4,2,3,1,5,5,2,3,5,5,3,5,4,3,6,2,2
SEIR01_sl500_mr025_nv10_2,4,1,4,3,0,5,4,2,4,4,4,4,4,3,4,6,1,2
SEIR01_sl500_mr025_nv10_20,14,3,18,25,5,7,25,5,7,23,9,9,22,5,10,24,2,8
SEIR01_sl500_mr025_nv10_3,18,2,3,16,1,5,18,4,3,19,4,2,19,4,2,17,2,4
SEIR01_sl500_mr025_nv10_4,5,0,2,4,1,3,5,1,2,6,2,1,5,2,2,5,1,2
SEIR01_sl500_mr025_nv10_5,3,0,2,2,0,3,4,0,1,4,3,1,4,1,1,2,0,3
SEIR01_sl500_mr025_nv10_6,38,3,15,45,1,8,49,2,4,49,9,4,46,6,7,46,1,7
SEIR01_sl500_mr025_nv10_7,23,6,11,27,1,7,29,2,5,29,8,5,27,7,7,29,3,5
SEIR01_sl500_mr025_nv10_8,13,3,3,8,0,8,9,4,7,14,5,2,14,5,2,16,2,0
SEIR01_sl500_mr025_nv10_9,7,2,2,6,1,3,7,1,2,7,2,2,7,2,2,7,2,2
