dataset,phylo_tp,phylo_fp,phylo_fn,phylo_multi_tp,phylo_multi_fp,phylo_multi_fn,phylo_complex_tp,phylo_complex_fp,phylo_complex_fn,tnet_tp,tnet_fp,tnet_fn,tnet_mul_tp,tnet_mul_fp,tnet_mul_fn,tnet_boot_tp,tnet_boot_fp,tnet_boot_fn
SIR01_sl250_mr15_nv10_10,28,17,28,24,2,32,34,7,22,30,34,26,30,22,26,29,2,27
SIR01_sl250_mr15_nv10_11,11,5,13,11,1,13,14,2,10,12,14,12,12,11,12,13,5,11
SIR01_sl250_mr15_nv10_12,8,6,11,12,2,7,12,3,7,13,11,6,11,8,8,12,2,7
SIR01_sl250_mr15_nv10_13,4,2,9,7,0,6,9,3,4,7,9,6,6,6,7,9,2,4
SIR01_sl250_mr15_nv10_14,6,5,9,6,1,9,8,2,7,7,12,8,7,11,8,11,1,4
SIR01_sl250_mr15_nv10_15,2,1,6,2,0,6,4,0,4,4,6,4,2,1,6,4,0,4
SIR01_sl250_mr15_nv10_16,11,5,12,13,0,10,15,2,8,15,11,8,13,12,10,14,0,9
SIR01_sl250_mr15_nv10_17,7,1,0,3,0,4,5,0,2,6,1,1,6,1,1,6,0,1
SIR01_sl250_mr15_nv10_18,8,8,12,7,3,13,10,4,10,13,13,7,12,10,8,9,3,11
SIR01_sl250_mr15_nv10_19,4,1,3,4,0,3,5,0,2,6,2,1,6,2,1,5,1,2
SIR01_sl250_mr15_nv10_2,6,5,3,4,0,5,5,1,4,6,5,3,6,3,3,6,1,3
SIR01_sl250_mr15_nv10_20,3,2,4,2,0,5,4,0,3,4,5,3,3,4,4,3,0,4
SIR01_sl250_mr15_nv10_3,9,2,5,5,0,9,6,2,8,10,7,4,10,4,4,8,0,6
SIR01_sl250_mr15_nv10_4,6,5,6,4,2,8,4,2,8,7,6,5,6,6,6,6,3,6
SIR01_sl250_mr15_nv10_5,5,2,4,5,0,4,6,0,3,8,2,1,8,2,1,6,1,3
SIR01_sl250_mr15_nv10_6,15,13,28,13,1,30,20,6,23,22,28,21,17,17,26,20,1,23
SIR01_sl250_mr15_nv10_7,20,5,21,14,3,27,20,5,21,29,18,12,24,10,17,21,3,20
SIR01_sl250_mr15_nv10_8,2,1,7,4,1,5,4,1,5,5,4,4,4,2,5,5,0,4
SIR01_sl250_mr15_nv10_9,4,3,6,3,0,7,4,1,6,4,10,6,4,4,6,4,0,6
SIR01_sl500_mr15_nv10_1,2,0,3,2,0,3,3,0,2,2,3,3,2,0,3,3,0,2
SIR01_sl500_mr15_nv10_10,4,3,9,6,2,7,6,3,7,7,6,6,7,6,6,6,2,7
SIR01_sl500_mr15_nv10_11,7,2,10,11,0,6,11,0,6,11,7,6,9,3,8,11,2,6
SIR01_sl500_mr15_nv10_12,3,2,3,1,0,5,1,0,5,4,4,2,3,2,3,1,0,5
SIR01_sl500_mr15_nv10_13,2,2,5,4,1,3,4,1,3,5,2,2,4,2,3,4,1,3
SIR01_sl500_mr15_nv10_14,19,4,20,22,6,17,23,7,16,24,15,15,21,10,18,21,2,18
SIR01_sl500_mr15_nv10_15,14,5,16,17,4,13,19,5,11,18,15,12,18,13,12,19,4,11
SIR01_sl500_mr15_nv10_16,6,0,4,7,0,3,7,1,3,8,2,2,8,2,2,8,2,2
SIR01_sl500_mr15_nv10_17,9,3,4,8,0,5,9,3,4,9,4,4,9,3,4,10,0,3
SIR01_sl500_mr15_nv10_18,12,4,13,14,3,11,14,3,11,15,10,10,14,5,11,14,3,11
SIR01_sl500_mr15_nv10_19,15,1,12,18,2,9,18,2,9,21,7,6,18,6,9,19,1,8
SIR01_sl500_mr15_nv10_2,13,3,8,14,1,7,16,1,5,15,7,6,15,6,6,18,2,3
SIR01_sl500_mr15_nv10_20,13,2,12,16,0,9,17,0,8,18,8,7,18,2,7,18,0,7
SIR01_sl500_mr15_nv10_3,10,2,9,14,2,5,15,2,4,15,5,4,15,5,4,14,1,5
SIR01_sl500_mr15_nv10_4,28,2,21,31,7,18,33,7,16,35,14,14,33,4,16,30,4,19
SIR01_sl500_mr15_nv10_5,26,3,26,34,3,18,41,3,11,35,20,17,33,7,19,39,2,13
SIR01_sl500_mr15_nv10_6,24,1,5,19,0,10,22,0,7,28,3,1,28,2,1,22,0,7
SIR01_sl500_mr15_nv10_7,4,2,3,4,0,3,4,0,3,6,2,1,6,2,1,5,0,2
SIR01_sl500_mr15_nv10_8,3,1,5,4,0,4,4,0,4,4,5,4,3,3,5,4,0,4
SIR01_sl500_mr15_nv10_9,25,6,32,39,3,18,42,3,15,36,25,21,33,12,24,42,1,15
