dataset,phylo_tp,phylo_fp,phylo_fn,phylo_multi_tp,phylo_multi_fp,phylo_multi_fn,phylo_complex_tp,phylo_complex_fp,phylo_complex_fn,tnet_tp,tnet_fp,tnet_fn,tnet_mul_tp,tnet_mul_fp,tnet_mul_fn,tnet_boot_tp,tnet_boot_fp,tnet_boot_fn
SEIR01_sl500_mr025_nv10_7,23,6,11,27,1,7,29,2,5,29,8,5,27,7,7,29,3,5
SEIR01_sl500_mr025_nv10_8,13,3,3,8,0,8,9,4,7,14,5,2,14,5,2,16,2,0
SEIR01_sl500_mr025_nv10_9,7,2,2,6,1,3,7,1,2,7,2,2,7,2,2,7,2,2
SIR003_sl500_mr05_nv10_1,4,1,3,4,1,3,5,1,2,6,1,1,5,2,2,5,1,2
SIR003_sl500_mr05_nv10_10,12,1,27,18,6,21,19,7,20,21,19,18,16,5,23,16,1,23
SIR003_sl500_mr05_nv10_11,1,0,5,2,0,4,2,0,4,5,1,1,5,1,1,4,1,2
SIR003_sl500_mr05_nv10_12,14,3,12,14,8,12,18,9,8,18,10,8,17,5,9,17,5,9
SIR003_sl500_mr05_nv10_13,27,2,21,33,7,15,34,8,14,34,14,14,29,4,19,32,6,16
SIR003_sl500_mr05_nv10_14,17,4,16,18,4,15,20,4,13,22,11,11,20,6,13,18,4,15
SIR003_sl500_mr05_nv10_15,14,0,5,13,1,6,13,1,6,16,3,3,16,2,3,13,0,6
SIR003_sl500_mr05_nv10_16,3,3,9,7,3,5,7,4,5,6,7,6,7,6,5,7,3,5
SIR003_sl500_mr05_nv10_17,5,1,5,7,1,3,7,1,3,7,4,3,7,2,3,8,2,2
SIR003_sl500_mr05_nv10_18,8,0,5,8,0,5,10,0,3,11,2,2,11,2,2,12,1,1
SIR003_sl500_mr05_nv10_19,31,10,29,43,7,17,43,8,17,38,22,22,34,18,26,42,5,18
SIR003_sl500_mr05_nv10_2,23,1,11,25,2,9,25,2,9,27,7,7,26,6,8,25,2,9
SIR003_sl500_mr05_nv10_20,3,0,5,4,2,4,4,2,4,5,3,3,4,2,4,5,3,3
SIR003_sl500_mr05_nv10_3,21,3,8,21,3,8,21,4,8,22,7,7,21,5,8,22,1,7
SIR003_sl500_mr05_nv10_4,14,1,12,15,2,11,15,2,11,18,9,8,15,4,11,15,2,11
SIR003_sl500_mr05_nv10_5,8,0,2,6,0,4,6,1,4,9,1,1,9,1,1,6,0,4
SIR003_sl500_mr05_nv10_6,10,1,11,13,2,8,14,2,7,16,5,5,14,3,7,10,2,11
SIR003_sl500_mr05_nv10_7,12,5,6,13,0,5,13,1,5,14,7,4,14,7,4,14,1,4
SIR003_sl500_mr05_nv10_8,7,2,8,7,1,8,8,2,7,9,6,6,12,3,3,11,0,4
SIR003_sl500_mr05_nv10_9,3,0,4,3,0,4,3,0,4,6,1,1,6,1,1,5,0,2
SIR01_sl500_mr15_nv10_1,2,0,3,2,0,3,3,0,2,2,3,3,2,0,3,3,0,2
SIR01_sl500_mr15_nv10_10,4,3,9,6,2,7,6,3,7,7,6,6,7,6,6,6,2,7
SIR01_sl500_mr15_nv10_11,7,2,10,11,0,6,11,0,6,11,7,6,9,3,8,11,2,6
SIR01_sl500_mr15_nv10_12,3,2,3,1,0,5,1,0,5,4,4,2,3,2,3,1,0,5
SIR01_sl500_mr15_nv10_13,2,2,5,4,1,3,4,1,3,5,2,2,4,2,3,4,1,3
SIR01_sl500_mr15_nv10_14,19,4,20,22,6,17,23,7,16,24,15,15,21,10,18,21,2,18
SIR01_sl500_mr15_nv10_15,14,5,16,17,4,13,19,5,11,18,15,12,18,13,12,19,4,11
SIR01_sl500_mr15_nv10_16,6,0,4,7,0,3,7,1,3,8,2,2,8,2,2,8,2,2
SIR01_sl500_mr15_nv10_17,9,3,4,8,0,5,9,3,4,9,4,4,9,3,4,10,0,3
SIR01_sl500_mr15_nv10_18,12,4,13,14,3,11,14,3,11,15,10,10,14,5,11,14,3,11
SIR01_sl500_mr15_nv10_19,15,1,12,18,2,9,18,2,9,21,7,6,18,6,9,19,1,8
SIR01_sl500_mr15_nv10_2,13,3,8,14,1,7,16,1,5,15,7,6,15,6,6,18,2,3
SIR01_sl500_mr15_nv10_20,13,2,12,16,0,9,17,0,8,18,8,7,18,2,7,18,0,7
SIR01_sl500_mr15_nv10_3,10,2,9,14,2,5,15,2,4,15,5,4,15,5,4,14,1,5
SIR01_sl500_mr15_nv10_4,28,2,21,31,7,18,33,7,16,35,14,14,33,4,16,30,4,19
SIR01_sl500_mr15_nv10_5,26,3,26,34,3,18,41,3,11,35,20,17,33,7,19,39,2,13
SIR01_sl500_mr15_nv10_6,24,1,5,19,0,10,22,0,7,28,3,1,28,2,1,22,0,7
SIR01_sl500_mr15_nv10_7,4,2,3,4,0,3,4,0,3,6,2,1,6,2,1,5,0,2
SIR01_sl500_mr15_nv10_8,3,1,5,4,0,4,4,0,4,4,5,4,3,3,5,4,0,4
SIR01_sl500_mr15_nv10_9,25,6,32,39,3,18,42,3,15,36,25,21,33,12,24,42,1,15
