dataset,phylo_prec,phylo_rec,phylo_f1,phylo_multi_prec,phylo_multi_rec,phylo_multi_f1,phylo_complex_prec,phylo_complex_rec,phylo_complex_f1,tnet_prec,tnet_rec,tnet_f1,tnet_mul_prec,tnet_mul_rec,tnet_mul_f1,tnet_boot_prec,tnet_boot_rec,tnet_boot_f1
SEIR01_sl1000_mr025_nv20_2,0.933,0.667,0.778,0.927,0.905,0.916,0.927,0.905,0.916,0.884,0.905,0.894,0.905,0.905,0.905,0.927,0.905,0.916
SEIR01_sl1000_mr025_nv20_20,0.818,0.581,0.679,0.931,0.871,0.9,0.875,0.903,0.889,0.812,0.839,0.825,0.897,0.839,0.867,0,0,0
SEIR01_sl1000_mr025_nv20_3,0.833,0.714,0.769,0.938,0.714,0.811,0.944,0.81,0.872,0.864,0.905,0.884,0.864,0.905,0.884,0.952,0.952,0.952
SEIR01_sl1000_mr025_nv20_4,0.857,0.75,0.8,0.8,0.5,0.615,0.857,0.75,0.8,0.75,0.75,0.75,0.75,0.75,0.75,0.714,0.625,0.667
SEIR01_sl1000_mr025_nv20_5,0.931,0.818,0.871,1,0.879,0.935,1,0.879,0.935,0.848,0.848,0.848,0.848,0.848,0.848,0.935,0.879,0.906
SEIR01_sl1000_mr025_nv20_6,1,1,1,1,0.909,0.952,1,1,1,0.917,1,0.957,0.917,1,0.957,0.917,1,0.957
SEIR01_sl1000_mr025_nv20_7,1,0.647,0.786,1,0.824,0.903,1,0.882,0.938,0.882,0.882,0.882,0.875,0.824,0.848,1,0.824,0.903
SEIR01_sl1000_mr025_nv20_8,0.75,0.6,0.667,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
SEIR01_sl1000_mr025_nv20_9,1,0.917,0.957,1,0.917,0.957,1,0.917,0.957,0.917,0.917,0.917,1,0.917,0.957,1,0.917,0.957
SEIR01_sl1000_mr025_nv5_1,0.923,0.585,0.716,0.919,0.829,0.872,0.919,0.829,0.872,0.756,0.756,0.756,0.824,0.683,0.747,0.943,0.805,0.868
SEIR01_sl1000_mr025_nv5_10,1,0.273,0.429,1,0.606,0.755,0.957,0.667,0.786,0.824,0.848,0.836,0.885,0.697,0.78,1,0.636,0.778
SEIR01_sl1000_mr025_nv5_11,0.818,0.474,0.6,1,0.579,0.733,0.917,0.579,0.71,0.75,0.789,0.769,0.8,0.632,0.706,1,0.632,0.774
SEIR01_sl1000_mr025_nv5_12,0.75,0.316,0.444,0.846,0.579,0.688,0.846,0.579,0.688,0.789,0.789,0.789,0.75,0.632,0.686,0.857,0.632,0.727
SEIR01_sl1000_mr025_nv5_13,1,0.75,0.857,1,0.667,0.8,0.8,0.667,0.727,0.917,0.917,0.917,0.917,0.917,0.917,0.909,0.833,0.87
SEIR01_sl1000_mr025_nv5_14,0.824,0.7,0.757,1,0.9,0.947,1,0.9,0.947,0.818,0.9,0.857,0.762,0.8,0.78,0.9,0.9,0.9
SEIR01_sl1000_mr025_nv5_15,0.786,0.407,0.537,0.846,0.815,0.83,0.846,0.815,0.83,0.714,0.741,0.727,0.75,0.667,0.706,0.818,0.667,0.735
SEIR01_sl1000_mr025_nv5_16,0.909,0.556,0.69,1,0.722,0.839,1,0.722,0.839,0.944,0.944,0.944,0.944,0.944,0.944,1,1,1
SEIR01_sl1000_mr025_nv5_17,0.8,0.364,0.5,0.889,0.727,0.8,0.889,0.727,0.8,0.818,0.818,0.818,0.818,0.818,0.818,0.909,0.909,0.909
SEIR01_sl1000_mr025_nv5_18,0.862,0.532,0.658,0.9,0.766,0.828,0.878,0.766,0.818,0.766,0.766,0.766,0.886,0.66,0.756,0.905,0.809,0.854
SEIR01_sl1000_mr025_nv5_19,0.976,0.69,0.808,0.909,0.862,0.885,0.911,0.879,0.895,0.931,0.931,0.931,0.946,0.914,0.93,0.98,0.862,0.917
SEIR01_sl1000_mr025_nv5_2,0.625,0.312,0.417,0.929,0.812,0.867,0.929,0.812,0.867,0.588,0.625,0.606,0.769,0.625,0.69,0.929,0.812,0.867
SEIR01_sl1000_mr025_nv5_20,0.846,0.458,0.595,1,0.625,0.769,1,0.625,0.769,0.625,0.625,0.625,0.682,0.625,0.652,0.944,0.708,0.81
SEIR01_sl1000_mr025_nv5_3,0.75,0.6,0.667,0.875,0.7,0.778,0.889,0.8,0.842,0.818,0.9,0.857,0.8,0.8,0.8,0.889,0.8,0.842
SEIR01_sl1000_mr025_nv5_4,0.897,0.52,0.658,0.8,0.72,0.758,0.796,0.78,0.788,0.76,0.76,0.76,0.833,0.7,0.761,0.9,0.72,0.8
SEIR01_sl1000_mr025_nv5_5,0.944,0.333,0.493,0.812,0.765,0.788,0.816,0.784,0.8,0.611,0.647,0.629,0.821,0.627,0.711,0.933,0.549,0.691
SEIR01_sl1000_mr025_nv5_6,0.667,0.5,0.571,0.714,0.625,0.667,0.714,0.625,0.667,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
SEIR01_sl1000_mr025_nv5_7,1,0.8,0.889,1,0.8,0.889,1,0.8,0.889,0.9,0.9,0.9,0.9,0.9,0.9,1,0.9,0.947
SEIR01_sl1000_mr025_nv5_8,0.857,0.522,0.649,0.941,0.696,0.8,0.947,0.783,0.857,0.913,0.913,0.913,0.909,0.87,0.889,0.947,0.783,0.857
SEIR01_sl1000_mr025_nv5_9,1,0.333,0.5,0.833,0.556,0.667,0.833,0.556,0.667,0.889,0.889,0.889,0.889,0.889,0.889,0.857,0.667,0.75
SEIR01_sl1000_mr05_nv10_1,0.857,0.462,0.6,0.909,0.769,0.833,0.909,0.769,0.833,0.692,0.692,0.692,0.818,0.692,0.75,0.909,0.769,0.833
SEIR01_sl1000_mr05_nv10_10,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SEIR01_sl1000_mr05_nv10_11,0.815,0.688,0.746,0.926,0.781,0.847,0.929,0.812,0.867,0.714,0.781,0.746,0.758,0.781,0.769,0.933,0.875,0.903
SEIR01_sl1000_mr05_nv10_12,0.932,0.707,0.804,0.917,0.759,0.83,0.922,0.81,0.862,0.847,0.862,0.855,0.94,0.81,0.87,0.915,0.741,0.819
SEIR01_sl1000_mr05_nv10_13,0.667,0.25,0.364,0.833,0.625,0.714,0.833,0.625,0.714,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
SEIR01_sl1000_mr05_nv10_14,0.923,0.615,0.738,1,0.846,0.917,1,0.872,0.932,0.725,0.744,0.734,0.914,0.821,0.865,1,0.692,0.818
SEIR01_sl1000_mr05_nv10_15,0.917,0.688,0.786,0.923,0.75,0.828,0.923,0.75,0.828,0.875,0.875,0.875,0.867,0.812,0.839,0.938,0.938,0.938
SEIR01_sl1000_mr05_nv10_16,0.95,0.864,0.905,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955
SEIR01_sl1000_mr05_nv10_17,0.929,0.591,0.722,0.913,0.955,0.933,0.875,0.955,0.913,0.87,0.909,0.889,0.952,0.909,0.93,0.952,0.909,0.93
SEIR01_sl1000_mr05_nv10_18,0.913,0.75,0.824,0.98,0.875,0.925,0.98,0.893,0.935,0.86,0.875,0.867,0.873,0.857,0.865,0.981,0.929,0.954
SEIR01_sl1000_mr05_nv10_19,1,0.429,0.6,1,0.571,0.727,1,0.571,0.727,0.5,0.571,0.533,0.667,0.571,0.615,1,0.571,0.727
SEIR01_sl1000_mr05_nv10_2,0.875,0.875,0.875,0.857,0.75,0.8,0.857,0.75,0.8,0.889,1,0.941,0.889,1,0.941,0.875,0.875,0.875
SEIR01_sl1000_mr05_nv10_20,0.949,0.712,0.813,0.958,0.885,0.92,0.96,0.923,0.941,0.811,0.827,0.819,0.935,0.827,0.878,0.978,0.865,0.918
SEIR01_sl1000_mr05_nv10_3,0.882,0.6,0.714,0.81,0.68,0.739,0.81,0.68,0.739,0.84,0.84,0.84,0.909,0.8,0.851,0.895,0.68,0.773
SEIR01_sl1000_mr05_nv10_4,0.778,0.636,0.7,1,0.636,0.778,1,0.727,0.842,0.667,0.727,0.696,0.667,0.727,0.696,0.8,0.727,0.762
SEIR01_sl1000_mr05_nv10_5,0.875,0.778,0.824,0.941,0.889,0.914,0.941,0.889,0.914,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889
SEIR01_sl1000_mr05_nv10_6,0.846,0.55,0.667,0.973,0.9,0.935,0.973,0.9,0.935,0.85,0.85,0.85,0.889,0.8,0.842,0.946,0.875,0.909
SEIR01_sl1000_mr05_nv10_7,0.842,0.696,0.762,0.919,0.739,0.819,0.895,0.739,0.81,0.787,0.804,0.796,0.804,0.804,0.804,0.946,0.761,0.843
SEIR01_sl1000_mr05_nv10_8,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
SEIR01_sl1000_mr05_nv10_9,0.944,0.654,0.773,1,0.923,0.96,0.96,0.923,0.941,0.923,0.923,0.923,0.923,0.923,0.923,0.957,0.846,0.898
SIR003_sl1000_mr025_nv10_1,0.9,0.643,0.75,0.769,0.714,0.741,0.769,0.714,0.741,0.714,0.714,0.714,0.769,0.714,0.741,0.769,0.714,0.741
SIR003_sl1000_mr025_nv10_10,0.8,0.615,0.696,0.917,0.846,0.88,0.917,0.846,0.88,0.692,0.692,0.692,0.75,0.692,0.72,0.917,0.846,0.88
SIR003_sl1000_mr025_nv10_11,0.933,0.467,0.622,0.731,0.633,0.679,0.731,0.633,0.679,0.633,0.633,0.633,0.739,0.567,0.642,0.783,0.6,0.679
SIR003_sl1000_mr025_nv10_12,0.939,0.633,0.756,0.905,0.776,0.835,0.87,0.816,0.842,0.78,0.796,0.788,0.905,0.776,0.835,0.974,0.776,0.864
SIR003_sl1000_mr025_nv10_13,0.75,0.273,0.4,0.667,0.364,0.471,0.667,0.364,0.471,0.545,0.545,0.545,0.667,0.364,0.471,0.667,0.364,0.471
SIR003_sl1000_mr025_nv10_14,1,0.467,0.636,0.909,0.667,0.769,0.909,0.667,0.769,0.867,0.867,0.867,0.923,0.8,0.857,0.923,0.8,0.857
SIR003_sl1000_mr025_nv10_15,0.846,0.458,0.595,0.933,0.583,0.718,0.933,0.583,0.718,0.708,0.708,0.708,0.7,0.583,0.636,0.875,0.583,0.7
SIR003_sl1000_mr025_nv10_16,0.875,0.412,0.56,0.769,0.588,0.667,0.769,0.588,0.667,0.647,0.647,0.647,0.786,0.647,0.71,0.909,0.588,0.714
SIR003_sl1000_mr025_nv10_17,0.85,0.739,0.791,0.895,0.739,0.81,0.9,0.783,0.837,0.75,0.783,0.766,0.818,0.783,0.8,0.947,0.783,0.857
SIR003_sl1000_mr025_nv10_18,1,0.4,0.571,1,0.4,0.571,1,0.4,0.571,1,1,1,1,1,1,1,1,1
SIR003_sl1000_mr025_nv10_19,0.909,0.417,0.571,0.75,0.5,0.6,0.765,0.542,0.634,0.792,0.792,0.792,0.773,0.708,0.739,0.778,0.583,0.667
SIR003_sl1000_mr025_nv10_2,0.875,0.737,0.8,1,0.789,0.882,1,0.842,0.914,0.85,0.895,0.872,0.875,0.737,0.8,1,0.789,0.882
SIR003_sl1000_mr025_nv10_20,0.75,0.333,0.462,0.857,0.667,0.75,0.857,0.667,0.75,0.778,0.778,0.778,0.75,0.667,0.706,0.778,0.778,0.778
SIR003_sl1000_mr025_nv10_3,1,0.731,0.844,1,0.731,0.844,1,0.731,0.844,0.769,0.769,0.769,0.95,0.731,0.826,1,0.731,0.844
SIR003_sl1000_mr025_nv10_4,1,0.484,0.652,0.75,0.677,0.712,0.75,0.677,0.712,0.742,0.742,0.742,0.87,0.645,0.741,0.909,0.645,0.755
SIR003_sl1000_mr025_nv10_5,0.833,0.714,0.769,1,0.571,0.727,1,0.571,0.727,0.857,0.857,0.857,0.833,0.714,0.769,0.833,0.714,0.769
SIR003_sl1000_mr025_nv10_6,0.929,0.565,0.703,0.714,0.652,0.682,0.714,0.652,0.682,0.696,0.696,0.696,0.789,0.652,0.714,0.824,0.609,0.7
SIR003_sl1000_mr025_nv10_7,0.75,0.375,0.5,0.692,0.562,0.621,0.692,0.562,0.621,0.562,0.562,0.562,0.571,0.5,0.533,0.692,0.562,0.621
SIR003_sl1000_mr025_nv10_8,1,0.667,0.8,0.917,0.733,0.815,0.917,0.733,0.815,0.867,0.867,0.867,0.867,0.867,0.867,0.923,0.8,0.857
SIR003_sl1000_mr025_nv10_9,0.933,0.5,0.651,0.714,0.536,0.612,0.714,0.536,0.612,0.679,0.679,0.679,0.773,0.607,0.68,0.842,0.571,0.681
SIR003_sl1000_mr05_nv10_1,0.818,0.529,0.643,1,0.647,0.786,1,0.647,0.786,0.588,0.588,0.588,0.625,0.588,0.606,1,0.706,0.828
SIR003_sl1000_mr05_nv10_10,1,0.769,0.87,1,0.769,0.87,1,0.769,0.87,0.846,0.846,0.846,0.846,0.846,0.846,0.917,0.846,0.88
SIR003_sl1000_mr05_nv10_11,0.81,0.486,0.607,0.759,0.629,0.688,0.759,0.629,0.688,0.686,0.686,0.686,0.688,0.629,0.657,0.793,0.657,0.719
SIR003_sl1000_mr05_nv10_12,0.974,0.673,0.796,0.824,0.764,0.792,0.808,0.764,0.785,0.782,0.782,0.782,0.857,0.764,0.808,0.93,0.727,0.816
SIR003_sl1000_mr05_nv10_13,0.968,0.536,0.69,0.796,0.696,0.743,0.784,0.714,0.748,0.821,0.821,0.821,0.851,0.714,0.777,0.87,0.714,0.784
SIR003_sl1000_mr05_nv10_14,1,0.7,0.824,1,0.9,0.947,1,0.9,0.947,1,1,1,1,1,1,1,0.9,0.947
SIR003_sl1000_mr05_nv10_15,1,0.615,0.762,0.9,0.692,0.783,0.9,0.692,0.783,0.846,0.846,0.846,0.909,0.769,0.833,0.909,0.769,0.833
SIR003_sl1000_mr05_nv10_16,0.938,0.6,0.732,0.783,0.72,0.75,0.783,0.72,0.75,0.808,0.84,0.824,0.792,0.76,0.776,0.85,0.68,0.756
SIR003_sl1000_mr05_nv10_17,0.833,0.357,0.5,0.75,0.429,0.545,0.75,0.429,0.545,0.5,0.5,0.5,0.75,0.429,0.545,0.75,0.429,0.545
SIR003_sl1000_mr05_nv10_18,0.933,0.609,0.737,0.938,0.652,0.769,0.938,0.652,0.769,0.739,0.739,0.739,0.85,0.739,0.791,0.85,0.739,0.791
SIR003_sl1000_mr05_nv10_19,0.833,0.676,0.746,0.967,0.784,0.866,0.967,0.784,0.866,0.763,0.784,0.773,0.743,0.703,0.722,0.97,0.865,0.914
SIR003_sl1000_mr05_nv10_2,1,0.667,0.8,0.917,0.733,0.815,0.917,0.733,0.815,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933
SIR003_sl1000_mr05_nv10_20,1,0.222,0.364,0.375,0.333,0.353,0.375,0.333,0.353,0.444,0.444,0.444,0.667,0.222,0.333,0.8,0.444,0.571
SIR003_sl1000_mr05_nv10_3,1,0.6,0.75,0.875,0.7,0.778,0.875,0.7,0.778,0.8,0.8,0.8,0.778,0.7,0.737,0.875,0.7,0.778
SIR003_sl1000_mr05_nv10_4,0.9,0.692,0.783,0.9,0.692,0.783,0.9,0.692,0.783,0.846,0.846,0.846,0.846,0.846,0.846,0.917,0.846,0.88
SIR003_sl1000_mr05_nv10_5,0.769,0.217,0.339,0.649,0.522,0.578,0.632,0.522,0.571,0.435,0.435,0.435,0.556,0.435,0.488,0.71,0.478,0.571
SIR003_sl1000_mr05_nv10_6,0.909,0.476,0.625,0.846,0.524,0.647,0.786,0.524,0.629,0.762,0.762,0.762,0.684,0.619,0.65,0.778,0.667,0.718
SIR003_sl1000_mr05_nv10_7,1,0.739,0.85,0.905,0.826,0.864,0.905,0.826,0.864,0.87,0.87,0.87,0.905,0.826,0.864,0.905,0.826,0.864
SIR003_sl1000_mr05_nv10_8,1,0.5,0.667,0.837,0.783,0.809,0.837,0.783,0.809,0.717,0.717,0.717,0.912,0.674,0.775,0.854,0.761,0.805
SIR003_sl1000_mr05_nv10_9,1,0.367,0.537,0.7,0.467,0.56,0.7,0.467,0.56,0.533,0.533,0.533,0.824,0.467,0.596,0.737,0.467,0.571
SIR003_sl1000_mr05_nv20_1,1,0.543,0.704,0.844,0.771,0.806,0.844,0.771,0.806,0.743,0.743,0.743,0.833,0.714,0.769,0.889,0.686,0.774
SIR003_sl1000_mr05_nv20_10,1,0.731,0.844,0.857,0.808,0.832,0.857,0.808,0.832,0.827,0.827,0.827,0.933,0.808,0.866,0.952,0.769,0.851
SIR003_sl1000_mr05_nv20_11,1,0.4,0.571,1,0.4,0.571,1,0.4,0.571,0.4,0.4,0.4,1,0.4,0.571,1,0.4,0.571
SIR003_sl1000_mr05_nv20_12,0.848,0.509,0.636,0.78,0.709,0.743,0.788,0.745,0.766,0.673,0.673,0.673,0.771,0.673,0.718,0.923,0.655,0.766
SIR003_sl1000_mr05_nv20_13,0.97,0.593,0.736,0.761,0.648,0.7,0.761,0.648,0.7,0.759,0.759,0.759,0.818,0.667,0.735,0.886,0.574,0.697
SIR003_sl1000_mr05_nv20_14,1,0.9,0.947,1,0.9,0.947,1,0.9,0.947,1,1,1,1,0.9,0.947,1,0.9,0.947
SIR003_sl1000_mr05_nv20_15,0.867,0.684,0.765,0.812,0.684,0.743,0.812,0.684,0.743,0.737,0.737,0.737,0.867,0.684,0.765,0.824,0.737,0.778
SIR003_sl1000_mr05_nv20_16,0.931,0.628,0.75,0.882,0.698,0.779,0.882,0.698,0.779,0.705,0.721,0.713,0.811,0.698,0.75,0.909,0.698,0.789
SIR003_sl1000_mr05_nv20_17,0.933,0.56,0.7,0.739,0.68,0.708,0.739,0.68,0.708,0.667,0.68,0.673,0.78,0.64,0.703,0.872,0.68,0.764
SIR003_sl1000_mr05_nv20_18,1,0.553,0.712,0.788,0.684,0.732,0.788,0.684,0.732,0.763,0.763,0.763,0.812,0.684,0.743,0.852,0.605,0.708
SIR003_sl1000_mr05_nv20_19,1,0.568,0.724,0.848,0.757,0.8,0.824,0.757,0.789,0.757,0.757,0.757,0.867,0.703,0.776,0.871,0.73,0.794
SIR003_sl1000_mr05_nv20_2,0.897,0.531,0.667,0.85,0.694,0.764,0.85,0.694,0.764,0.7,0.714,0.707,0.805,0.673,0.733,0.892,0.673,0.767
SIR003_sl1000_mr05_nv20_20,1,0.714,0.833,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SIR003_sl1000_mr05_nv20_3,1,0.538,0.7,0.8,0.615,0.696,0.8,0.615,0.696,0.692,0.692,0.692,0.8,0.615,0.696,0.8,0.615,0.696
SIR003_sl1000_mr05_nv20_4,0.95,0.594,0.731,0.885,0.719,0.793,0.885,0.719,0.793,0.844,0.844,0.844,0.897,0.812,0.852,0.889,0.75,0.814
SIR003_sl1000_mr05_nv20_5,0.882,0.625,0.732,0.889,0.667,0.762,0.889,0.667,0.762,0.667,0.667,0.667,0.842,0.667,0.744,0.889,0.667,0.762
SIR003_sl1000_mr05_nv20_6,0.9,0.643,0.75,0.846,0.786,0.815,0.846,0.786,0.815,0.714,0.714,0.714,0.9,0.643,0.75,0.846,0.786,0.815
SIR003_sl1000_mr05_nv20_7,0.778,0.583,0.667,0.8,0.667,0.727,0.818,0.75,0.783,0.769,0.833,0.8,0.7,0.583,0.636,0.818,0.75,0.783
SIR003_sl1000_mr05_nv20_8,0.875,0.519,0.651,0.739,0.63,0.68,0.739,0.63,0.68,0.63,0.63,0.63,0.708,0.63,0.667,0.739,0.63,0.68
SIR003_sl1000_mr05_nv20_9,0.862,0.625,0.725,0.811,0.75,0.779,0.821,0.8,0.81,0.725,0.725,0.725,0.763,0.725,0.744,0.829,0.725,0.773
SIR003_sl1000_mr05_nv5_1,0.938,0.429,0.588,0.733,0.629,0.677,0.71,0.629,0.667,0.667,0.686,0.676,0.774,0.686,0.727,0.852,0.657,0.742
SIR003_sl1000_mr05_nv5_10,1,0.512,0.677,0.844,0.659,0.74,0.818,0.659,0.73,0.805,0.805,0.805,0.886,0.756,0.816,0.9,0.659,0.761
SIR003_sl1000_mr05_nv5_11,0.897,0.419,0.571,0.818,0.581,0.679,0.804,0.597,0.685,0.661,0.661,0.661,0.8,0.645,0.714,0.872,0.548,0.673
SIR003_sl1000_mr05_nv5_12,1,0.833,0.909,1,0.667,0.8,0.8,0.667,0.727,1,1,1,1,0.833,0.909,0.8,0.667,0.727
SIR003_sl1000_mr05_nv5_13,1,0.545,0.706,0.8,0.364,0.5,0.833,0.455,0.588,0.833,0.909,0.87,0.833,0.909,0.87,0.833,0.455,0.588
SIR003_sl1000_mr05_nv5_14,0.923,0.414,0.571,0.81,0.586,0.68,0.81,0.586,0.68,0.69,0.69,0.69,0.739,0.586,0.654,1,0.483,0.651
SIR003_sl1000_mr05_nv5_15,1,0.435,0.607,0.83,0.629,0.716,0.84,0.677,0.75,0.774,0.774,0.774,0.833,0.726,0.776,0.83,0.629,0.716
SIR003_sl1000_mr05_nv5_16,1,0.167,0.286,0.667,0.333,0.444,0.667,0.333,0.444,0.667,0.667,0.667,0.667,0.667,0.667,0.833,0.833,0.833
SIR003_sl1000_mr05_nv5_17,1,0.333,0.5,0.667,0.542,0.598,0.659,0.562,0.607,0.604,0.604,0.604,0.718,0.583,0.644,0.71,0.458,0.557
SIR003_sl1000_mr05_nv5_18,1,0.438,0.609,0.727,0.5,0.593,0.727,0.5,0.593,0.75,0.75,0.75,0.8,0.75,0.774,0.733,0.688,0.71
SIR003_sl1000_mr05_nv5_19,0.812,0.382,0.52,0.708,0.5,0.586,0.679,0.559,0.613,0.543,0.559,0.551,0.586,0.5,0.54,0.76,0.559,0.644
SIR003_sl1000_mr05_nv5_2,0.6,0.25,0.353,0.556,0.417,0.476,0.556,0.417,0.476,0.583,0.583,0.583,0.636,0.583,0.609,0.667,0.667,0.667
SIR003_sl1000_mr05_nv5_20,1,0.462,0.632,1,0.385,0.556,1,0.462,0.632,0.769,0.769,0.769,0.818,0.692,0.75,1,0.615,0.762
SIR003_sl1000_mr05_nv5_3,1,0.375,0.545,0.833,0.625,0.714,0.833,0.625,0.714,0.625,0.625,0.625,0.75,0.75,0.75,0.833,0.625,0.714
SIR003_sl1000_mr05_nv5_4,1,0.786,0.88,1,0.786,0.88,1,0.786,0.88,0.857,0.857,0.857,0.917,0.786,0.846,1,0.786,0.88
SIR003_sl1000_mr05_nv5_5,1,0.455,0.625,1,0.455,0.625,1,0.455,0.625,0.818,0.818,0.818,1,0.727,0.842,1,0.455,0.625
SIR003_sl1000_mr05_nv5_6,0.75,0.273,0.4,0.571,0.364,0.444,0.571,0.364,0.444,0.455,0.455,0.455,0.556,0.455,0.5,1,0.364,0.533
SIR003_sl1000_mr05_nv5_7,0.967,0.392,0.558,0.667,0.514,0.58,0.661,0.527,0.586,0.56,0.568,0.564,0.704,0.514,0.594,0.857,0.486,0.621
SIR003_sl1000_mr05_nv5_8,0.889,0.32,0.471,0.882,0.6,0.714,0.882,0.6,0.714,0.462,0.48,0.471,0.733,0.44,0.55,0.875,0.56,0.683
SIR003_sl1000_mr05_nv5_9,0.714,0.417,0.526,0.867,0.542,0.667,0.875,0.583,0.7,0.5,0.542,0.52,0.591,0.542,0.565,0.867,0.542,0.667
SIR003_sl1000_mr1_nv10_1,1,0.471,0.64,0.812,0.765,0.788,0.812,0.765,0.788,0.706,0.706,0.706,0.786,0.647,0.71,0.867,0.765,0.812
SIR003_sl1000_mr1_nv10_10,0.625,0.455,0.526,0.75,0.545,0.632,0.75,0.545,0.632,0.455,0.455,0.455,0.625,0.455,0.526,0.778,0.636,0.7
SIR003_sl1000_mr1_nv10_11,1,0.6,0.75,0.75,0.6,0.667,0.75,0.6,0.667,0.7,0.7,0.7,0.778,0.7,0.737,0.75,0.6,0.667
SIR003_sl1000_mr1_nv10_12,0.923,0.444,0.6,0.706,0.444,0.545,0.737,0.519,0.609,0.552,0.593,0.571,0.682,0.556,0.612,0.789,0.556,0.652
SIR003_sl1000_mr1_nv10_13,0.2,0.167,0.182,0.8,0.667,0.727,0.8,0.667,0.727,0.167,0.167,0.167,0.167,0.167,0.167,0.8,0.667,0.727
SIR003_sl1000_mr1_nv10_14,0.952,0.556,0.702,0.818,0.75,0.783,0.818,0.75,0.783,0.75,0.75,0.75,0.806,0.694,0.746,0.897,0.722,0.8
SIR003_sl1000_mr1_nv10_15,0.667,0.364,0.471,0.778,0.636,0.7,0.7,0.636,0.667,0.636,0.636,0.636,0.636,0.636,0.636,0.818,0.818,0.818
SIR003_sl1000_mr1_nv10_16,0.769,0.5,0.606,0.833,0.5,0.625,0.833,0.5,0.625,0.524,0.55,0.537,0.769,0.5,0.606,0.833,0.5,0.625
SIR003_sl1000_mr1_nv10_17,0.895,0.531,0.667,0.952,0.625,0.755,0.955,0.656,0.778,0.75,0.75,0.75,0.75,0.75,0.75,0.955,0.656,0.778
SIR003_sl1000_mr1_nv10_18,1,0.455,0.625,0.792,0.576,0.667,0.792,0.576,0.667,0.727,0.727,0.727,0.828,0.727,0.774,0.846,0.667,0.746
SIR003_sl1000_mr1_nv10_19,1,0.484,0.653,0.722,0.609,0.661,0.722,0.609,0.661,0.656,0.656,0.656,0.771,0.578,0.661,0.792,0.594,0.679
SIR003_sl1000_mr1_nv10_2,0.844,0.429,0.568,0.709,0.619,0.661,0.707,0.651,0.678,0.688,0.698,0.693,0.755,0.635,0.69,0.804,0.587,0.679
SIR003_sl1000_mr1_nv10_20,0.947,0.522,0.673,0.821,0.667,0.736,0.828,0.696,0.756,0.652,0.652,0.652,0.786,0.638,0.704,0.878,0.623,0.729
SIR003_sl1000_mr1_nv10_3,0.933,0.609,0.737,0.9,0.783,0.837,0.905,0.826,0.864,0.739,0.739,0.739,0.8,0.696,0.744,0.905,0.826,0.864
SIR003_sl1000_mr1_nv10_4,1,0.621,0.766,0.84,0.724,0.778,0.84,0.724,0.778,0.724,0.724,0.724,0.8,0.69,0.741,0.957,0.759,0.846
SIR003_sl1000_mr1_nv10_5,1,0.556,0.714,1,0.444,0.615,1,0.444,0.615,0.556,0.556,0.556,1,0.556,0.714,1,0.444,0.615
SIR003_sl1000_mr1_nv10_6,1,0.567,0.723,0.741,0.667,0.702,0.741,0.667,0.702,0.733,0.733,0.733,0.95,0.633,0.76,0.875,0.7,0.778
SIR003_sl1000_mr1_nv10_7,1,0.625,0.769,0.75,0.75,0.75,0.75,0.75,0.75,0.625,0.625,0.625,0.833,0.625,0.714,1,0.75,0.857
SIR003_sl1000_mr1_nv10_8,0.955,0.6,0.737,0.7,0.6,0.646,0.667,0.629,0.647,0.714,0.714,0.714,0.926,0.714,0.806,0.846,0.629,0.721
SIR003_sl1000_mr1_nv10_9,1,0.667,0.8,1,0.556,0.714,1,0.556,0.714,0.889,0.889,0.889,0.667,0.667,0.667,1,0.556,0.714
SIR01_sl1000_mr075_nv10_1,0.97,0.561,0.711,0.867,0.684,0.765,0.87,0.702,0.777,0.825,0.825,0.825,0.865,0.789,0.826,0.915,0.754,0.827
SIR01_sl1000_mr075_nv10_10,1,0.5,0.667,1,0.875,0.933,1,0.875,0.933,0.75,0.75,0.75,0.833,0.625,0.714,1,1,1
SIR01_sl1000_mr075_nv10_11,1,0.714,0.833,1,0.714,0.833,1,0.714,0.833,1,1,1,1,1,1,1,0.857,0.923
SIR01_sl1000_mr075_nv10_12,0.95,0.633,0.76,1,0.6,0.75,1,0.6,0.75,0.833,0.833,0.833,0.926,0.833,0.877,0.962,0.833,0.893
