dataset,phylo_tp,phylo_fp,phylo_fn,phylo_multi_tp,phylo_multi_fp,phylo_multi_fn,phylo_complex_tp,phylo_complex_fp,phylo_complex_fn,tnet_tp,tnet_fp,tnet_fn,tnet_mul_tp,tnet_mul_fp,tnet_mul_fn,tnet_boot_tp,tnet_boot_fp,tnet_boot_fn
SIR003_sl1000_mr05_nv10_18,14,1,9,15,1,8,15,1,8,17,6,6,17,3,6,17,3,6
SIR003_sl1000_mr05_nv10_19,25,5,12,29,1,8,29,1,8,29,9,8,26,9,11,32,1,5
SIR003_sl1000_mr05_nv10_2,10,0,5,11,1,4,11,1,4,14,1,1,14,1,1,14,1,1
SIR003_sl1000_mr05_nv10_20,2,0,7,3,5,6,3,5,6,4,5,5,2,1,7,4,1,5
SIR003_sl1000_mr05_nv10_3,6,0,4,7,1,3,7,1,3,8,2,2,7,2,3,7,1,3
SIR003_sl1000_mr05_nv10_4,9,1,4,9,1,4,9,1,4,11,2,2,11,2,2,11,1,2
SIR003_sl1000_mr05_nv10_5,10,3,36,24,13,22,24,14,22,20,26,26,20,16,26,22,9,24
SIR003_sl1000_mr05_nv10_6,10,1,11,11,2,10,11,3,10,16,5,5,13,6,8,14,4,7
SIR003_sl1000_mr05_nv10_7,17,0,6,19,2,4,19,2,4,20,3,3,19,2,4,19,2,4
SIR003_sl1000_mr05_nv10_8,23,0,23,36,7,10,36,7,10,33,13,13,31,3,15,35,6,11
SIR003_sl1000_mr05_nv10_9,11,0,19,14,6,16,14,6,16,16,14,14,14,3,16,14,5,16
SIR003_sl1000_mr05_nv20_1,19,0,16,27,5,8,27,5,8,26,9,9,25,5,10,24,3,11
SIR003_sl1000_mr05_nv20_10,38,0,14,42,7,10,42,7,10,43,9,9,42,3,10,40,2,12
SIR003_sl1000_mr05_nv20_11,2,0,3,2,0,3,2,0,3,2,3,3,2,0,3,2,0,3
SIR003_sl1000_mr05_nv20_12,28,5,27,39,11,16,41,11,14,37,18,18,37,11,18,36,3,19
SIR003_sl1000_mr05_nv20_13,32,1,22,35,11,19,35,11,19,41,13,13,36,8,18,31,4,23
SIR003_sl1000_mr05_nv20_14,9,0,1,9,0,1,9,0,1,10,0,0,9,0,1,9,0,1
SIR003_sl1000_mr05_nv20_15,13,2,6,13,3,6,13,3,6,14,5,5,13,2,6,14,3,5
SIR003_sl1000_mr05_nv20_16,27,2,16,30,4,13,30,4,13,31,13,12,30,7,13,30,3,13
SIR003_sl1000_mr05_nv20_17,28,2,22,34,12,16,34,12,16,34,17,16,32,9,18,34,5,16
SIR003_sl1000_mr05_nv20_18,21,0,17,26,7,12,26,7,12,29,9,9,26,6,12,23,4,15
SIR003_sl1000_mr05_nv20_19,21,0,16,28,5,9,28,6,9,28,9,9,26,4,11,27,4,10
SIR003_sl1000_mr05_nv20_2,26,3,23,34,6,15,34,6,15,35,15,14,33,8,16,33,4,16
SIR003_sl1000_mr05_nv20_20,5,0,2,6,1,1,6,1,1,6,1,1,6,1,1,6,1,1
SIR003_sl1000_mr05_nv20_3,7,0,6,8,2,5,8,2,5,9,4,4,8,2,5,8,2,5
SIR003_sl1000_mr05_nv20_4,19,1,13,23,3,9,23,3,9,27,5,5,26,3,6,24,3,8
SIR003_sl1000_mr05_nv20_5,15,2,9,16,2,8,16,2,8,16,8,8,16,3,8,16,2,8
SIR003_sl1000_mr05_nv20_6,9,1,5,11,2,3,11,2,3,10,4,4,9,1,5,11,2,3
SIR003_sl1000_mr05_nv20_7,7,2,5,8,2,4,9,2,3,10,3,2,7,3,5,9,2,3
SIR003_sl1000_mr05_nv20_8,14,2,13,17,6,10,17,6,10,17,10,10,17,7,10,17,6,10
SIR003_sl1000_mr05_nv20_9,25,4,15,30,7,10,32,7,8,29,11,11,29,9,11,29,6,11
SIR003_sl1000_mr05_nv5_1,15,1,20,22,8,13,22,9,13,24,12,11,24,7,11,23,4,12
SIR003_sl1000_mr05_nv5_10,21,0,20,27,5,14,27,6,14,33,8,8,31,4,10,27,3,14
SIR003_sl1000_mr05_nv5_11,26,3,36,36,8,26,37,9,25,41,21,21,40,10,22,34,5,28
SIR003_sl1000_mr05_nv5_12,5,0,1,4,0,2,4,1,2,6,0,0,5,0,1,4,1,2
SIR003_sl1000_mr05_nv5_13,6,0,5,4,1,7,5,1,6,10,2,1,10,2,1,5,1,6
SIR003_sl1000_mr05_nv5_14,12,1,17,17,4,12,17,4,12,20,9,9,17,6,12,14,0,15
SIR003_sl1000_mr05_nv5_15,27,0,35,39,8,23,42,8,20,48,14,14,45,9,17,39,8,23
SIR003_sl1000_mr05_nv5_16,1,0,5,2,1,4,2,1,4,4,2,2,4,2,2,5,1,1
SIR003_sl1000_mr05_nv5_17,16,0,32,26,13,22,27,14,21,29,19,19,28,11,20,22,9,26
SIR003_sl1000_mr05_nv5_18,7,0,9,8,3,8,8,3,8,12,4,4,12,3,4,11,4,5
SIR003_sl1000_mr05_nv5_19,13,3,21,17,7,17,19,9,15,19,16,15,17,12,17,19,6,15
SIR003_sl1000_mr05_nv5_2,3,2,9,5,4,7,5,4,7,7,5,5,7,4,5,8,4,4
SIR003_sl1000_mr05_nv5_20,6,0,7,5,0,8,6,0,7,10,3,3,9,2,4,8,0,5
SIR003_sl1000_mr05_nv5_3,3,0,5,5,1,3,5,1,3,5,3,3,6,2,2,5,1,3
SIR003_sl1000_mr05_nv5_4,11,0,3,11,0,3,11,0,3,12,2,2,11,1,3,11,0,3
SIR003_sl1000_mr05_nv5_5,5,0,6,5,0,6,5,0,6,9,2,2,8,0,3,5,0,6
SIR003_sl1000_mr05_nv5_6,3,1,8,4,3,7,4,3,7,5,6,6,5,4,6,4,0,7
SIR003_sl1000_mr05_nv5_7,29,1,45,38,19,36,39,20,35,42,33,32,38,16,36,36,6,38
SIR003_sl1000_mr05_nv5_8,8,1,17,15,2,10,15,2,10,12,14,13,11,4,14,14,2,11
SIR003_sl1000_mr05_nv5_9,10,4,14,13,2,11,14,2,10,13,13,11,13,9,11,13,2,11
SIR003_sl1000_mr1_nv10_1,8,0,9,13,3,4,13,3,4,12,5,5,11,3,6,13,2,4
SIR003_sl1000_mr1_nv10_10,5,3,6,6,2,5,6,2,5,5,6,6,5,3,6,7,2,4
SIR003_sl1000_mr1_nv10_11,6,0,4,6,2,4,6,2,4,7,3,3,7,2,3,6,2,4
SIR003_sl1000_mr1_nv10_12,12,1,15,12,5,15,14,5,13,16,13,11,15,7,12,15,4,12
SIR003_sl1000_mr1_nv10_13,1,4,5,4,1,2,4,1,2,1,5,5,1,5,5,4,1,2
SIR003_sl1000_mr1_nv10_14,20,1,16,27,6,9,27,6,9,27,9,9,25,6,11,26,3,10
SIR003_sl1000_mr1_nv10_15,4,2,7,7,2,4,7,3,4,7,4,4,7,4,4,9,2,2
SIR003_sl1000_mr1_nv10_16,10,3,10,10,2,10,10,2,10,11,10,9,10,3,10,10,2,10
SIR003_sl1000_mr1_nv10_17,17,2,15,20,1,12,21,1,11,24,8,8,24,8,8,21,1,11
SIR003_sl1000_mr1_nv10_18,15,0,18,19,5,14,19,5,14,24,9,9,24,5,9,22,4,11
SIR003_sl1000_mr1_nv10_19,31,0,33,39,15,25,39,15,25,42,22,22,37,11,27,38,10,26
SIR003_sl1000_mr1_nv10_2,27,5,36,39,16,24,41,17,22,44,20,19,40,13,23,37,9,26
SIR003_sl1000_mr1_nv10_20,36,2,33,46,10,23,48,10,21,45,24,24,44,12,25,43,6,26
SIR003_sl1000_mr1_nv10_3,14,1,9,18,2,5,19,2,4,17,6,6,16,4,7,19,2,4
SIR003_sl1000_mr1_nv10_4,18,0,11,21,4,8,21,4,8,21,8,8,20,5,9,22,1,7
SIR003_sl1000_mr1_nv10_5,5,0,4,4,0,5,4,0,5,5,4,4,5,0,4,4,0,5
SIR003_sl1000_mr1_nv10_6,17,0,13,20,7,10,20,7,10,22,8,8,19,1,11,21,3,9
SIR003_sl1000_mr1_nv10_7,5,0,3,6,2,2,6,2,2,5,3,3,5,1,3,6,0,2
SIR003_sl1000_mr1_nv10_8,21,1,14,21,9,14,22,11,13,25,10,10,25,2,10,22,4,13
SIR003_sl1000_mr1_nv10_9,6,0,3,5,0,4,5,0,4,8,1,1,6,3,3,5,0,4
SIR003_sl250_mr05_nv10_1,17,8,15,16,5,16,16,5,16,20,16,12,19,15,13,19,8,13
SIR003_sl250_mr05_nv10_10,9,4,10,8,3,11,13,3,6,11,10,8,11,9,8,13,3,6
SIR003_sl250_mr05_nv10_11,3,4,9,3,0,9,5,2,7,7,8,5,3,4,9,4,3,8
SIR003_sl250_mr05_nv10_12,6,2,7,6,1,7,9,2,4,8,6,5,7,5,6,7,1,6
SIR003_sl250_mr05_nv10_13,0,2,7,1,0,6,2,0,5,1,7,6,1,4,6,0,1,7
SIR003_sl250_mr05_nv10_14,4,1,4,5,0,3,6,1,2,6,2,2,6,2,2,7,1,1
SIR003_sl250_mr05_nv10_15,4,0,4,2,0,6,2,1,6,7,1,1,7,1,1,6,2,2
SIR003_sl250_mr05_nv10_16,5,2,6,5,1,6,7,1,4,6,6,5,6,4,5,8,1,3
SIR003_sl250_mr05_nv10_17,25,10,20,22,6,23,28,9,17,30,18,15,27,15,18,30,3,15
SIR003_sl250_mr05_nv10_18,13,4,14,7,1,20,16,2,11,17,10,10,17,6,10,13,4,14
SIR003_sl250_mr05_nv10_19,6,6,19,8,6,17,8,6,17,10,20,15,7,18,18,8,5,17
SIR003_sl250_mr05_nv10_2,10,6,4,12,0,2,12,0,2,10,4,4,9,3,5,13,0,1
SIR003_sl250_mr05_nv10_20,16,10,25,16,2,25,23,4,18,26,20,15,23,16,18,20,3,21
SIR003_sl250_mr05_nv10_3,14,2,8,14,2,8,15,2,7,18,4,4,17,3,5,18,2,4
SIR003_sl250_mr05_nv10_4,8,1,4,4,1,8,8,2,4,10,3,2,10,3,2,8,2,4
SIR003_sl250_mr05_nv10_5,14,5,8,12,1,10,13,2,9,17,5,5,16,7,6,14,2,8
SIR003_sl250_mr05_nv10_6,18,5,15,18,2,15,21,4,12,25,9,8,22,8,11,19,4,14
SIR003_sl250_mr05_nv10_7,18,12,28,20,5,26,25,7,21,24,30,22,24,25,22,22,6,24
SIR003_sl250_mr05_nv10_8,7,2,10,7,1,10,10,1,7,10,8,7,10,8,7,11,2,6
SIR003_sl250_mr05_nv10_9,3,2,6,1,1,8,2,2,7,4,7,5,3,4,6,3,2,6
SIR003_sl500_mr05_nv10_1,4,1,3,4,1,3,5,1,2,6,1,1,5,2,2,5,1,2
SIR003_sl500_mr05_nv10_10,12,1,27,18,6,21,19,7,20,21,19,18,16,5,23,16,1,23
SIR003_sl500_mr05_nv10_11,1,0,5,2,0,4,2,0,4,5,1,1,5,1,1,4,1,2
SIR003_sl500_mr05_nv10_12,14,3,12,14,8,12,18,9,8,18,10,8,17,5,9,17,5,9
SIR003_sl500_mr05_nv10_13,27,2,21,33,7,15,34,8,14,34,14,14,29,4,19,32,6,16
SIR003_sl500_mr05_nv10_14,17,4,16,18,4,15,20,4,13,22,11,11,20,6,13,18,4,15
SIR003_sl500_mr05_nv10_15,14,0,5,13,1,6,13,1,6,16,3,3,16,2,3,13,0,6
SIR003_sl500_mr05_nv10_16,3,3,9,7,3,5,7,4,5,6,7,6,7,6,5,7,3,5
SIR003_sl500_mr05_nv10_17,5,1,5,7,1,3,7,1,3,7,4,3,7,2,3,8,2,2
SIR003_sl500_mr05_nv10_18,8,0,5,8,0,5,10,0,3,11,2,2,11,2,2,12,1,1
SIR003_sl500_mr05_nv10_19,31,10,29,43,7,17,43,8,17,38,22,22,34,18,26,42,5,18
SIR003_sl500_mr05_nv10_2,23,1,11,25,2,9,25,2,9,27,7,7,26,6,8,25,2,9
SIR003_sl500_mr05_nv10_20,3,0,5,4,2,4,4,2,4,5,3,3,4,2,4,5,3,3
SIR003_sl500_mr05_nv10_3,21,3,8,21,3,8,21,4,8,22,7,7,21,5,8,22,1,7
SIR003_sl500_mr05_nv10_4,14,1,12,15,2,11,15,2,11,18,9,8,15,4,11,15,2,11
SIR003_sl500_mr05_nv10_5,8,0,2,6,0,4,6,1,4,9,1,1,9,1,1,6,0,4
SIR003_sl500_mr05_nv10_6,10,1,11,13,2,8,14,2,7,16,5,5,14,3,7,10,2,11
SIR003_sl500_mr05_nv10_7,12,5,6,13,0,5,13,1,5,14,7,4,14,7,4,14,1,4
SIR003_sl500_mr05_nv10_8,7,2,8,7,1,8,8,2,7,9,6,6,12,3,3,11,0,4
SIR003_sl500_mr05_nv10_9,3,0,4,3,0,4,3,0,4,6,1,1,6,1,1,5,0,2
