dataset,phylo_tp,phylo_fp,phylo_fn,phylo_multi_tp,phylo_multi_fp,phylo_multi_fn,phylo_complex_tp,phylo_complex_fp,phylo_complex_fn,tnet_tp,tnet_fp,tnet_fn,tnet_mul_tp,tnet_mul_fp,tnet_mul_fn,tnet_boot_tp,tnet_boot_fp,tnet_boot_fn
SIR01_sl1000_mr15_nv10_19,6,0,3,6,0,3,6,0,3,8,1,1,8,1,1,8,0,1
SIR01_sl1000_mr15_nv10_20,6,3,3,7,1,2,7,2,2,7,2,2,7,2,2,7,2,2
SIR01_sl1000_mr15_nv10_3,40,3,19,47,4,12,47,4,12,45,16,14,45,6,14,47,4,12
SIR01_sl1000_mr15_nv10_5,6,0,4,7,0,3,7,0,3,9,1,1,8,0,2,7,0,3
SIR01_sl1000_mr15_nv10_6,2,1,5,5,0,2,5,0,2,7,0,0,7,0,0,5,0,2
SIR01_sl1000_mr15_nv10_7,27,1,23,34,3,16,34,4,16,34,16,16,32,6,18,34,2,16
SIR01_sl1000_mr15_nv10_8,6,0,4,3,1,7,3,1,7,7,3,3,6,0,4,8,1,2
SIR01_sl1000_mr15_nv10_9,6,0,15,12,3,9,12,3,9,15,6,6,14,7,7,14,6,7
SIR01_sl1000_mr15_nv20_1,16,2,16,25,4,7,25,4,7,23,9,9,22,2,10,22,3,10
SIR01_sl1000_mr15_nv20_10,8,0,5,8,2,5,8,2,5,10,3,3,10,3,3,9,0,4
SIR01_sl1000_mr15_nv20_11,44,3,15,47,6,12,48,7,11,49,11,10,48,7,11,45,5,14
SIR01_sl1000_mr15_nv20_12,7,0,8,7,1,8,8,1,7,9,6,6,9,1,6,8,0,7
SIR01_sl1000_mr15_nv20_13,4,0,2,4,0,2,4,0,2,5,1,1,5,1,1,5,1,1
SIR01_sl1000_mr15_nv20_14,2,2,3,2,2,3,2,2,3,2,3,3,2,3,3,2,2,3
SIR01_sl1000_mr15_nv20_15,4,2,10,7,1,7,7,1,7,6,8,8,5,6,9,7,1,7
SIR01_sl1000_mr15_nv20_16,17,0,4,14,1,7,15,1,6,19,2,2,18,1,3,16,1,5
SIR01_sl1000_mr15_nv20_17,8,0,6,9,1,5,9,1,5,10,4,4,10,4,4,9,1,5
SIR01_sl1000_mr15_nv20_18,25,0,5,23,1,7,24,1,6,28,2,2,26,1,4,25,1,5
SIR01_sl1000_mr15_nv20_19,39,2,12,40,1,11,40,1,11,43,8,8,43,2,8,42,2,9
SIR01_sl1000_mr15_nv20_2,4,0,6,4,0,6,4,0,6,6,4,4,4,1,6,5,1,5
SIR01_sl1000_mr15_nv20_20,9,0,5,11,1,3,11,1,3,11,3,3,11,3,3,12,1,2
SIR01_sl1000_mr15_nv20_3,2,0,3,2,0,3,2,0,3,4,1,1,2,0,3,2,0,3
SIR01_sl1000_mr15_nv20_4,36,1,33,50,11,19,51,11,18,52,17,17,50,8,19,47,4,22
SIR01_sl1000_mr15_nv20_5,5,0,5,6,2,4,6,2,4,7,3,3,7,3,3,7,1,3
SIR01_sl1000_mr15_nv20_6,5,0,3,6,0,2,6,0,2,7,1,1,7,1,1,7,1,1
SIR01_sl1000_mr15_nv20_7,17,0,11,21,0,7,21,0,7,22,6,6,21,5,7,21,0,7
SIR01_sl1000_mr15_nv20_8,33,1,15,38,1,10,38,1,10,37,11,11,36,4,12,38,1,10
SIR01_sl1000_mr15_nv20_9,16,1,10,19,3,7,19,3,7,18,9,8,17,2,9,16,3,10
SIR01_sl1000_mr15_nv5_1,13,1,15,15,5,13,16,5,12,17,11,11,17,5,11,15,1,13
SIR01_sl1000_mr15_nv5_10,8,0,3,8,0,3,8,0,3,8,3,3,8,0,3,8,0,3
SIR01_sl1000_mr15_nv5_11,2,0,7,3,1,6,3,1,6,6,3,3,5,2,4,6,2,3
SIR01_sl1000_mr15_nv5_12,12,2,11,10,7,13,11,8,12,11,12,12,11,7,12,11,1,12
SIR01_sl1000_mr15_nv5_13,9,2,7,9,2,7,10,2,6,13,3,3,13,3,3,13,3,3
SIR01_sl1000_mr15_nv5_14,10,2,12,15,3,7,15,3,7,16,7,6,12,4,10,15,3,7
SIR01_sl1000_mr15_nv5_15,24,1,21,33,7,12,33,7,12,32,13,13,29,10,16,32,5,13
SIR01_sl1000_mr15_nv5_16,4,3,5,2,0,7,2,1,7,4,5,5,3,1,6,4,0,5
SIR01_sl1000_mr15_nv5_17,5,0,3,4,0,4,5,0,3,7,1,1,7,1,1,7,1,1
SIR01_sl1000_mr15_nv5_18,4,0,5,5,2,4,5,2,4,6,3,3,6,0,3,7,1,2
SIR01_sl1000_mr15_nv5_19,7,0,14,13,4,8,13,4,8,14,7,7,11,6,10,12,2,9
SIR01_sl1000_mr15_nv5_2,13,2,22,22,6,13,23,6,12,23,12,12,20,7,15,19,1,16
SIR01_sl1000_mr15_nv5_20,6,1,11,11,2,6,11,2,6,12,5,5,10,2,7,12,2,5
SIR01_sl1000_mr15_nv5_3,1,1,8,3,2,6,3,2,6,4,5,5,4,2,5,4,4,5
SIR01_sl1000_mr15_nv5_4,7,0,18,13,2,12,13,2,12,8,17,17,11,6,14,14,1,11
SIR01_sl1000_mr15_nv5_5,3,0,8,4,3,7,4,3,7,8,3,3,7,4,4,4,1,7
SIR01_sl1000_mr15_nv5_6,11,0,12,11,2,12,11,2,12,12,11,11,11,2,12,11,1,12
SIR01_sl1000_mr15_nv5_7,4,0,4,3,0,5,3,1,5,3,5,5,3,0,5,3,0,5
SIR01_sl1000_mr15_nv5_8,2,0,6,2,3,6,2,3,6,3,5,5,3,2,5,3,0,5
SIR01_sl1000_mr15_nv5_9,19,1,28,28,7,19,28,7,19,29,18,18,25,6,22,26,4,21
SIR01_sl250_mr15_nv10_1,8,5,9,7,0,10,9,1,8,10,9,7,9,4,8,9,0,8
SIR01_sl250_mr15_nv10_10,28,17,28,24,2,32,34,7,22,30,34,26,30,22,26,29,2,27
SIR01_sl250_mr15_nv10_11,11,5,13,11,1,13,14,2,10,12,14,12,12,11,12,13,5,11
SIR01_sl250_mr15_nv10_12,8,6,11,12,2,7,12,3,7,13,11,6,11,8,8,12,2,7
SIR01_sl250_mr15_nv10_13,4,2,9,7,0,6,9,3,4,7,9,6,6,6,7,9,2,4
SIR01_sl250_mr15_nv10_14,6,5,9,6,1,9,8,2,7,7,12,8,7,11,8,11,1,4
SIR01_sl250_mr15_nv10_15,2,1,6,2,0,6,4,0,4,4,6,4,2,1,6,4,0,4
SIR01_sl250_mr15_nv10_16,11,5,12,13,0,10,15,2,8,15,11,8,13,12,10,14,0,9
SIR01_sl250_mr15_nv10_17,7,1,0,3,0,4,5,0,2,6,1,1,6,1,1,6,0,1
SIR01_sl250_mr15_nv10_18,8,8,12,7,3,13,10,4,10,13,13,7,12,10,8,9,3,11
SIR01_sl250_mr15_nv10_19,4,1,3,4,0,3,5,0,2,6,2,1,6,2,1,5,1,2
SIR01_sl250_mr15_nv10_2,6,5,3,4,0,5,5,1,4,6,5,3,6,3,3,6,1,3
SIR01_sl250_mr15_nv10_20,3,2,4,2,0,5,4,0,3,4,5,3,3,4,4,3,0,4
SIR01_sl250_mr15_nv10_3,9,2,5,5,0,9,6,2,8,10,7,4,10,4,4,8,0,6
SIR01_sl250_mr15_nv10_4,6,5,6,4,2,8,4,2,8,7,6,5,6,6,6,6,3,6
SIR01_sl250_mr15_nv10_5,5,2,4,5,0,4,6,0,3,8,2,1,8,2,1,6,1,3
SIR01_sl250_mr15_nv10_6,15,13,28,13,1,30,20,6,23,22,28,21,17,17,26,20,1,23
SIR01_sl250_mr15_nv10_7,20,5,21,14,3,27,20,5,21,29,18,12,24,10,17,21,3,20
SIR01_sl250_mr15_nv10_8,2,1,7,4,1,5,4,1,5,5,4,4,4,2,5,5,0,4
SIR01_sl250_mr15_nv10_9,4,3,6,3,0,7,4,1,6,4,10,6,4,4,6,4,0,6
SIR01_sl500_mr15_nv10_1,2,0,3,2,0,3,3,0,2,2,3,3,2,0,3,3,0,2
SIR01_sl500_mr15_nv10_10,4,3,9,6,2,7,6,3,7,7,6,6,7,6,6,6,2,7
SIR01_sl500_mr15_nv10_11,7,2,10,11,0,6,11,0,6,11,7,6,9,3,8,11,2,6
SIR01_sl500_mr15_nv10_12,3,2,3,1,0,5,1,0,5,4,4,2,3,2,3,1,0,5
SIR01_sl500_mr15_nv10_13,2,2,5,4,1,3,4,1,3,5,2,2,4,2,3,4,1,3
SIR01_sl500_mr15_nv10_14,19,4,20,22,6,17,23,7,16,24,15,15,21,10,18,21,2,18
SIR01_sl500_mr15_nv10_15,14,5,16,17,4,13,19,5,11,18,15,12,18,13,12,19,4,11
SIR01_sl500_mr15_nv10_16,6,0,4,7,0,3,7,1,3,8,2,2,8,2,2,8,2,2
SIR01_sl500_mr15_nv10_17,9,3,4,8,0,5,9,3,4,9,4,4,9,3,4,10,0,3
SIR01_sl500_mr15_nv10_18,12,4,13,14,3,11,14,3,11,15,10,10,14,5,11,14,3,11
SIR01_sl500_mr15_nv10_19,15,1,12,18,2,9,18,2,9,21,7,6,18,6,9,19,1,8
SIR01_sl500_mr15_nv10_2,13,3,8,14,1,7,16,1,5,15,7,6,15,6,6,18,2,3
SIR01_sl500_mr15_nv10_20,13,2,12,16,0,9,17,0,8,18,8,7,18,2,7,18,0,7
SIR01_sl500_mr15_nv10_3,10,2,9,14,2,5,15,2,4,15,5,4,15,5,4,14,1,5
SIR01_sl500_mr15_nv10_4,28,2,21,31,7,18,33,7,16,35,14,14,33,4,16,30,4,19
SIR01_sl500_mr15_nv10_5,26,3,26,34,3,18,41,3,11,35,20,17,33,7,19,39,2,13
SIR01_sl500_mr15_nv10_6,24,1,5,19,0,10,22,0,7,28,3,1,28,2,1,22,0,7
SIR01_sl500_mr15_nv10_7,4,2,3,4,0,3,4,0,3,6,2,1,6,2,1,5,0,2
SIR01_sl500_mr15_nv10_8,3,1,5,4,0,4,4,0,4,4,5,4,3,3,5,4,0,4
SIR01_sl500_mr15_nv10_9,25,6,32,39,3,18,42,3,15,36,25,21,33,12,24,42,1,15
