dataset,phylo_tp,phylo_fp,phylo_fn,phylo_complex_tp,phylo_complex_fp,phylo_complex_fn,tnet_tp,tnet_fp,tnet_fn
SIR003_sl1000_mr05_nv5_8,15,2,10,15,2,10,14,2,11
SIR003_sl1000_mr05_nv5_9,13,2,11,14,2,10,13,2,11
SIR003_sl1000_mr1_nv10_1,13,3,4,13,3,4,13,2,4
SIR003_sl1000_mr1_nv10_10,6,2,5,6,2,5,7,2,4
SIR003_sl1000_mr1_nv10_11,6,2,4,6,2,4,6,2,4
SIR003_sl1000_mr1_nv10_12,12,5,15,14,5,13,15,4,12
SIR003_sl1000_mr1_nv10_13,4,1,2,4,1,2,4,1,2
SIR003_sl1000_mr1_nv10_14,27,6,9,27,6,9,26,3,10
SIR003_sl1000_mr1_nv10_15,7,2,4,7,3,4,9,2,2
SIR003_sl1000_mr1_nv10_16,10,2,10,10,2,10,10,2,10
SIR003_sl1000_mr1_nv10_17,20,1,12,21,1,11,21,1,11
SIR003_sl1000_mr1_nv10_18,19,5,14,19,5,14,22,4,11
SIR003_sl1000_mr1_nv10_19,39,15,25,39,15,25,38,10,26
SIR003_sl1000_mr1_nv10_2,39,16,24,41,17,22,37,9,26
SIR003_sl1000_mr1_nv10_20,46,10,23,48,10,21,43,6,26
SIR003_sl1000_mr1_nv10_3,18,2,5,19,2,4,19,2,4
SIR003_sl1000_mr1_nv10_4,21,4,8,21,4,8,22,1,7
SIR003_sl1000_mr1_nv10_5,4,0,5,4,0,5,4,0,5
SIR003_sl1000_mr1_nv10_6,20,7,10,20,7,10,21,3,9
SIR003_sl1000_mr1_nv10_7,6,2,2,6,2,2,6,0,2
SIR003_sl1000_mr1_nv10_8,21,9,14,22,11,13,22,4,13
SIR003_sl1000_mr1_nv10_9,5,0,4,5,0,4,5,0,4
SIR003_sl250_mr05_nv10_1,16,5,16,16,5,16,19,8,13
SIR003_sl250_mr05_nv10_10,8,3,11,13,3,6,13,3,6
SIR003_sl250_mr05_nv10_11,3,0,9,5,2,7,4,3,8
SIR003_sl250_mr05_nv10_12,6,1,7,9,2,4,7,1,6
SIR003_sl250_mr05_nv10_13,1,0,6,2,0,5,0,1,7
SIR003_sl250_mr05_nv10_14,5,0,3,6,1,2,7,1,1
SIR003_sl250_mr05_nv10_15,2,0,6,2,1,6,6,2,2
SIR003_sl250_mr05_nv10_16,5,1,6,7,1,4,8,1,3
SIR003_sl250_mr05_nv10_17,22,6,23,28,9,17,30,3,15
SIR003_sl250_mr05_nv10_18,7,1,20,16,2,11,13,4,14
SIR003_sl250_mr05_nv10_19,8,6,17,8,6,17,8,5,17
SIR003_sl250_mr05_nv10_2,12,0,2,12,0,2,13,0,1
SIR003_sl250_mr05_nv10_20,16,2,25,23,4,18,20,3,21
SIR003_sl250_mr05_nv10_3,14,2,8,15,2,7,18,2,4
SIR003_sl250_mr05_nv10_4,4,1,8,8,2,4,8,2,4
SIR003_sl250_mr05_nv10_5,12,1,10,13,2,9,14,2,8
SIR003_sl250_mr05_nv10_6,18,2,15,21,4,12,19,4,14
SIR003_sl250_mr05_nv10_7,20,5,26,25,7,21,22,6,24
SIR003_sl250_mr05_nv10_8,7,1,10,10,1,7,11,2,6
SIR003_sl250_mr05_nv10_9,1,1,8,2,2,7,3,2,6
SIR003_sl500_mr05_nv10_1,4,1,3,5,1,2,5,1,2
SIR003_sl500_mr05_nv10_10,18,6,21,19,7,20,16,1,23
SIR003_sl500_mr05_nv10_11,2,0,4,2,0,4,4,1,2
SIR003_sl500_mr05_nv10_12,14,8,12,18,9,8,17,5,9
SIR003_sl500_mr05_nv10_13,33,7,15,34,8,14,32,6,16
SIR003_sl500_mr05_nv10_14,18,4,15,20,4,13,18,4,15
SIR003_sl500_mr05_nv10_15,13,1,6,13,1,6,13,0,6
SIR003_sl500_mr05_nv10_16,7,3,5,7,4,5,7,3,5
SIR003_sl500_mr05_nv10_17,7,1,3,7,1,3,8,2,2
SIR003_sl500_mr05_nv10_18,8,0,5,10,0,3,12,1,1
SIR003_sl500_mr05_nv10_19,43,7,17,43,8,17,42,5,18
SIR003_sl500_mr05_nv10_2,25,2,9,25,2,9,25,2,9
SIR003_sl500_mr05_nv10_20,4,2,4,4,2,4,5,3,3
SIR003_sl500_mr05_nv10_3,21,3,8,21,4,8,22,1,7
SIR003_sl500_mr05_nv10_4,15,2,11,15,2,11,15,2,11
SIR003_sl500_mr05_nv10_5,6,0,4,6,1,4,6,0,4
SIR003_sl500_mr05_nv10_6,13,2,8,14,2,7,10,2,11
SIR003_sl500_mr05_nv10_7,13,0,5,13,1,5,14,1,4
SIR003_sl500_mr05_nv10_8,7,1,8,8,2,7,11,0,4
SIR003_sl500_mr05_nv10_9,3,0,4,3,0,4,5,0,2
SIR01_sl1000_mr075_nv10_1,39,6,18,40,6,17,43,4,14
SIR01_sl1000_mr075_nv10_10,7,0,1,7,0,1,8,0,0
SIR01_sl1000_mr075_nv10_11,5,0,2,5,0,2,6,0,1
SIR01_sl1000_mr075_nv10_12,18,0,12,18,0,12,25,1,5
SIR01_sl1000_mr075_nv10_13,6,4,8,6,4,8,6,0,8
SIR01_sl1000_mr075_nv10_14,4,1,3,4,1,3,5,1,2
SIR01_sl1000_mr075_nv10_15,3,0,3,3,0,3,4,0,2
SIR01_sl1000_mr075_nv10_16,10,3,8,10,5,8,14,4,4
SIR01_sl1000_mr075_nv10_17,39,11,32,39,12,32,37,2,34
SIR01_sl1000_mr075_nv10_18,9,1,2,9,1,2,9,1,2
SIR01_sl1000_mr075_nv10_19,3,4,8,3,4,8,2,1,9
SIR01_sl1000_mr075_nv10_2,5,0,6,5,0,6,7,1,4
SIR01_sl1000_mr075_nv10_20,18,10,12,18,10,12,20,5,10
SIR01_sl1000_mr075_nv10_3,6,5,5,6,5,5,5,1,6
SIR01_sl1000_mr075_nv10_4,26,3,12,26,3,12,34,3,4
SIR01_sl1000_mr075_nv10_5,50,6,14,50,6,14,48,4,16
SIR01_sl1000_mr075_nv10_6,2,1,6,2,1,6,6,2,2
SIR01_sl1000_mr075_nv10_7,22,1,2,22,1,2,22,1,2
SIR01_sl1000_mr075_nv10_8,10,1,6,10,1,6,10,1,6
SIR01_sl1000_mr075_nv10_9,15,5,12,15,6,12,16,3,11
SIR01_sl1000_mr15_nv10_10,17,5,15,18,5,14,19,3,13
SIR01_sl1000_mr15_nv10_11,6,0,6,6,0,6,7,0,5
SIR01_sl1000_mr15_nv10_12,13,4,11,13,4,11,13,4,11
SIR01_sl1000_mr15_nv10_14,8,0,0,8,0,0,8,0,0
SIR01_sl1000_mr15_nv10_15,21,10,17,23,10,15,20,6,18
SIR01_sl1000_mr15_nv10_16,4,0,3,6,0,1,6,1,1
SIR01_sl1000_mr15_nv10_17,16,0,4,16,0,4,16,0,4
SIR01_sl1000_mr15_nv10_18,46,13,23,46,13,23,44,4,25
SIR01_sl1000_mr15_nv10_19,6,0,3,6,0,3,8,0,1
SIR01_sl1000_mr15_nv10_20,7,1,2,7,2,2,7,2,2
SIR01_sl1000_mr15_nv10_3,47,4,12,47,4,12,47,4,12
SIR01_sl1000_mr15_nv10_5,7,0,3,7,0,3,7,0,3
SIR01_sl1000_mr15_nv10_6,5,0,2,5,0,2,5,0,2
SIR01_sl1000_mr15_nv10_7,34,3,16,34,4,16,34,2,16
SIR01_sl1000_mr15_nv10_8,3,1,7,3,1,7,8,1,2
SIR01_sl1000_mr15_nv10_9,12,3,9,12,3,9,14,6,7
SIR01_sl1000_mr15_nv20_1,25,4,7,25,4,7,22,3,10
SIR01_sl1000_mr15_nv20_10,8,2,5,8,2,5,9,0,4
SIR01_sl1000_mr15_nv20_11,47,6,12,48,7,11,45,5,14
SIR01_sl1000_mr15_nv20_12,7,1,8,8,1,7,8,0,7
SIR01_sl1000_mr15_nv20_13,4,0,2,4,0,2,5,1,1
SIR01_sl1000_mr15_nv20_14,2,2,3,2,2,3,2,2,3
SIR01_sl1000_mr15_nv20_15,7,1,7,7,1,7,7,1,7
SIR01_sl1000_mr15_nv20_16,14,1,7,15,1,6,16,1,5
SIR01_sl1000_mr15_nv20_17,9,1,5,9,1,5,9,1,5
SIR01_sl1000_mr15_nv20_18,23,1,7,24,1,6,25,1,5
SIR01_sl1000_mr15_nv20_19,40,1,11,40,1,11,42,2,9
SIR01_sl1000_mr15_nv20_2,4,0,6,4,0,6,5,1,5
SIR01_sl1000_mr15_nv20_20,11,1,3,11,1,3,12,1,2
SIR01_sl1000_mr15_nv20_3,2,0,3,2,0,3,2,0,3
SIR01_sl1000_mr15_nv20_4,50,11,19,51,11,18,47,4,22
SIR01_sl1000_mr15_nv20_5,6,2,4,6,2,4,7,1,3
SIR01_sl1000_mr15_nv20_6,6,0,2,6,0,2,7,1,1
SIR01_sl1000_mr15_nv20_7,21,0,7,21,0,7,21,0,7
SIR01_sl1000_mr15_nv20_8,38,1,10,38,1,10,38,1,10
SIR01_sl1000_mr15_nv20_9,19,3,7,19,3,7,16,3,10
SIR01_sl1000_mr15_nv5_1,15,5,13,16,5,12,15,1,13
SIR01_sl1000_mr15_nv5_10,8,0,3,8,0,3,8,0,3
SIR01_sl1000_mr15_nv5_11,3,1,6,3,1,6,6,2,3
SIR01_sl1000_mr15_nv5_12,10,7,13,11,8,12,11,1,12
SIR01_sl1000_mr15_nv5_13,9,2,7,10,2,6,13,3,3
SIR01_sl1000_mr15_nv5_14,15,3,7,15,3,7,15,3,7
SIR01_sl1000_mr15_nv5_15,33,7,12,33,7,12,32,5,13
SIR01_sl1000_mr15_nv5_16,2,0,7,2,1,7,4,0,5
SIR01_sl1000_mr15_nv5_17,4,0,4,5,0,3,7,1,1
SIR01_sl1000_mr15_nv5_18,5,2,4,5,2,4,7,1,2
SIR01_sl1000_mr15_nv5_19,13,4,8,13,4,8,12,2,9
SIR01_sl1000_mr15_nv5_2,22,6,13,23,6,12,19,1,16
SIR01_sl1000_mr15_nv5_20,11,2,6,11,2,6,12,2,5
SIR01_sl1000_mr15_nv5_3,3,2,6,3,2,6,4,4,5
SIR01_sl1000_mr15_nv5_4,13,2,12,13,2,12,14,1,11
SIR01_sl1000_mr15_nv5_5,4,3,7,4,3,7,4,1,7
SIR01_sl1000_mr15_nv5_6,11,2,12,11,2,12,11,1,12
SIR01_sl1000_mr15_nv5_7,3,0,5,3,1,5,3,0,5
SIR01_sl1000_mr15_nv5_8,2,3,6,2,3,6,3,0,5
SIR01_sl1000_mr15_nv5_9,28,7,19,28,7,19,26,4,21
SIR01_sl1000_mr3_nv10_1,21,7,9,21,7,9,20,5,10
SIR01_sl1000_mr3_nv10_10,7,1,2,7,1,2,7,1,2
SIR01_sl1000_mr3_nv10_11,37,6,20,38,6,19,38,2,19
SIR01_sl1000_mr3_nv10_12,23,3,11,24,3,10,25,3,9
SIR01_sl1000_mr3_nv10_13,25,4,11,25,4,11,24,1,12
SIR01_sl1000_mr3_nv10_14,23,0,5,24,0,4,27,0,1
SIR01_sl1000_mr3_nv10_15,4,0,5,4,0,5,4,1,5
SIR01_sl1000_mr3_nv10_16,24,2,8,25,2,7,24,2,8
SIR01_sl1000_mr3_nv10_17,6,1,4,6,1,4,6,2,4
SIR01_sl1000_mr3_nv10_18,18,2,6,18,2,6,17,0,7
SIR01_sl1000_mr3_nv10_19,13,12,17,13,12,17,12,1,18
SIR01_sl1000_mr3_nv10_2,7,2,2,7,2,2,7,2,2
SIR01_sl1000_mr3_nv10_20,8,3,4,8,3,4,7,3,5
SIR01_sl1000_mr3_nv10_3,16,3,4,16,4,4,15,2,5
SIR01_sl1000_mr3_nv10_4,5,0,7,5,0,7,8,1,4
SIR01_sl1000_mr3_nv10_5,18,5,10,19,5,9,16,3,12
SIR01_sl1000_mr3_nv10_6,27,19,27,29,21,25,28,5,26
SIR01_sl1000_mr3_nv10_7,13,5,10,13,5,10,12,1,11
SIR01_sl1000_mr3_nv10_8,6,0,4,6,0,4,6,0,4
SIR01_sl1000_mr3_nv10_9,18,2,11,18,2,11,18,1,11
SIR01_sl250_mr15_nv10_1,7,0,10,9,1,8,9,0,8
SIR01_sl250_mr15_nv10_10,24,2,32,34,7,22,29,2,27
SIR01_sl250_mr15_nv10_11,11,1,13,14,2,10,13,5,11
SIR01_sl250_mr15_nv10_12,12,2,7,12,3,7,12,2,7
SIR01_sl250_mr15_nv10_13,7,0,6,9,3,4,9,2,4
SIR01_sl250_mr15_nv10_14,6,1,9,8,2,7,11,1,4
SIR01_sl250_mr15_nv10_15,2,0,6,4,0,4,4,0,4
SIR01_sl250_mr15_nv10_16,13,0,10,15,2,8,14,0,9
SIR01_sl250_mr15_nv10_17,3,0,4,5,0,2,6,0,1
SIR01_sl250_mr15_nv10_18,7,3,13,10,4,10,9,3,11
SIR01_sl250_mr15_nv10_19,4,0,3,5,0,2,5,1,2
SIR01_sl250_mr15_nv10_2,4,0,5,5,1,4,6,1,3
SIR01_sl250_mr15_nv10_20,2,0,5,4,0,3,3,0,4
SIR01_sl250_mr15_nv10_3,5,0,9,6,2,8,8,0,6
SIR01_sl250_mr15_nv10_4,4,2,8,4,2,8,6,3,6
SIR01_sl250_mr15_nv10_5,5,0,4,6,0,3,6,1,3
SIR01_sl250_mr15_nv10_6,13,1,30,20,6,23,20,1,23
SIR01_sl250_mr15_nv10_7,14,3,27,20,5,21,21,3,20
SIR01_sl250_mr15_nv10_8,4,1,5,4,1,5,5,0,4
SIR01_sl250_mr15_nv10_9,3,0,7,4,1,6,4,0,6
SIR01_sl500_mr15_nv10_1,2,0,3,3,0,2,3,0,2
SIR01_sl500_mr15_nv10_10,6,2,7,6,3,7,6,2,7
SIR01_sl500_mr15_nv10_11,11,0,6,11,0,6,11,2,6
SIR01_sl500_mr15_nv10_12,1,0,5,1,0,5,1,0,5
SIR01_sl500_mr15_nv10_13,4,1,3,4,1,3,4,1,3
SIR01_sl500_mr15_nv10_14,22,6,17,23,7,16,21,2,18
SIR01_sl500_mr15_nv10_15,17,4,13,19,5,11,19,4,11
SIR01_sl500_mr15_nv10_16,7,0,3,7,1,3,8,2,2
SIR01_sl500_mr15_nv10_17,8,0,5,9,3,4,10,0,3
SIR01_sl500_mr15_nv10_18,14,3,11,14,3,11,14,3,11
SIR01_sl500_mr15_nv10_19,18,2,9,18,2,9,19,1,8
SIR01_sl500_mr15_nv10_2,14,1,7,16,1,5,18,2,3
SIR01_sl500_mr15_nv10_20,16,0,9,17,0,8,18,0,7
SIR01_sl500_mr15_nv10_3,14,2,5,15,2,4,14,1,5
SIR01_sl500_mr15_nv10_4,31,7,18,33,7,16,30,4,19
SIR01_sl500_mr15_nv10_5,34,3,18,41,3,11,39,2,13
SIR01_sl500_mr15_nv10_6,19,0,10,22,0,7,22,0,7
SIR01_sl500_mr15_nv10_7,4,0,3,4,0,3,5,0,2
SIR01_sl500_mr15_nv10_8,4,0,4,4,0,4,4,0,4
SIR01_sl500_mr15_nv10_9,39,3,18,42,3,15,42,1,15
